id,name,members,buy_limit,value,high_alch,low_alch,examine
3022,Super energy(1),1,2000,90,54,36,1 dose of super energy potion.
3024,Super restore(4),1,2000,300,180,120,4 doses of super restore potion.
3026,Super restore(3),1,2000,240,144,96,3 doses of super restore potion.
3028,Super restore(2),1,2000,180,108,72,2 doses of super restore potion.
3030,Super restore(1),1,2000,120,72,48,1 dose of super restore potion.
3032,Agility potion(4),1,2000,200,120,80,4 doses of Agility potion.
3034,Agility potion(3),1,2000,150,90,60,3 doses of Agility potion.
3036,Agility potion(2),1,2000,100,60,40,2 doses of Agility potion.
3038,Agility potion(1),1,2000,50,30,20,1 dose of Agility potion.
3040,Magic potion(4),1,2000,300,180,120,4 doses of Magic potion.
3042,Magic potion(3),1,2000,250,150,100,3 doses of Magic potion.
3044,Magic potion(2),1,2000,200,120,80,2 doses of Magic potion.
3046,Magic potion(1),1,2000,150,90,60,1 dose of Magic potion.
3049,Grimy toadflax,1,13000,19,11,7,It needs cleaning.
3051,Grimy snapdragon,1,11000,21,12,8,It needs cleaning.
3053,Lava battlestaff,1,8,17000,10200,6800,It's a slightly magical stick.
3054,Mystic lava staff,1,8,45000,27000,18000,It's a slightly magical stick.
3093,Black dart,1,7000,1,1,1,A deadly throwing dart with a black tip.
3094,Black dart(p),1,7000,18,10,7,A deadly poisoned dart with a black tip.
3095,Bronze claws,1,125,15,9,6,A set of fighting claws.
3096,Iron claws,1,125,50,30,20,A set of fighting claws.
3097,Steel claws,1,125,175,105,70,A set of fighting claws.
3098,Black claws,1,125,360,216,144,A set of fighting claws.
3099,Mithril claws,1,125,475,285,190,A set of fighting claws.
3100,Adamant claws,1,125,1200,720,480,A set of fighting claws.
3101,Rune claws,1,70,12000,7200,4800,A set of fighting claws.
3105,Climbing boots,1,200,12,7,4,Boots made for climbing.
3107,Spiked boots,1,15,30,18,12,Climbing boots with spikes.
3122,Granite shield,1,70,56000,33600,22400,A solid stone shield.
3123,Shaikahan bones,1,7500,1,1,1,Large glistening bones which glow with a pale yellow aura.
3125,Jogre bones,1,3000,1,1,1,Fairly big bones which smell distinctly of Jogre.
3138,Potato cactus,1,11000,1,1,1,How am I supposed to eat that?!
3140,Dragon chainbody,1,70,250000,150000,100000,A series of connected metal rings.
3142,Raw karambwan,1,13000,200,120,80,A raw green octopus.
3144,Cooked karambwan,1,10000,250,150,100,Cooked octopus. It looks very nutritious.
3157,Karambwan vessel,1,15,5,3,2,"A wide bodied and thin necked vessel, encrusted with sea salt."
3159,Karambwan vessel (baited),1,15,40,24,16,This Karambwan Vessel is loaded with Karambwanji.
3162,Sliced banana,0,15,2,1,1,You swear you had more than three slices before.
3183,Monkey bones,0,3000,1,1,1,These are small monkey bones.
3188,Cleaning cloth,1,40,60,36,24,A spirit soaked piece of silk which can be used to remove poison.
3190,Bronze halberd,1,125,80,48,32,A bronze halberd.
3192,Iron halberd,1,125,280,168,112,An iron halberd.
3194,Steel halberd,1,125,1000,600,400,A steel halberd.
3196,Black halberd,1,125,1920,1152,768,A black halberd.
3198,Mithril halberd,1,125,2600,1560,1040,A mithril halberd.
3200,Adamant halberd,1,125,6400,3840,2560,An adamant halberd.
3202,Rune halberd,1,70,64000,38400,25600,A rune halberd.
3204,Dragon halberd,1,70,250000,150000,100000,A dragon halberd.
3211,Limestone,1,13000,10,6,4,Some limestone.
3216,Barrel,1,15,1,1,1,An empty barrel.
3226,Raw rabbit,1,13000,20,12,8,Might taste better cooked.
3228,Cooked rabbit,1,6000,4,2,1,Mmm this looks tasty.
3239,Bark,1,13000,1,1,1,Bark from a hollow tree.
3325,Vampyre dust,1,11000,2,1,1,That used to be a vampyre!
3327,Myre snelm,1,150,300,180,120,A marshy coloured snail shell helmet.
3329,Blood'n'tar snelm,1,150,300,180,120,A red and black Snail shell helmet.
3331,Ochre snelm,1,150,300,180,120,A muddy yellow snail shell helmet.
3333,Bruise blue snelm,1,150,300,180,120,A moody blue snail shell helmet.
3335,Broken bark snelm,1,150,300,180,120,An orange and bark coloured snail shell helmet.
3337,Pointed myre snelm,1,150,300,180,120,A swamp coloured pointed snail shell helmet.
3339,Pointed blood'n'tar snelm,1,150,300,180,120,A red and black pointed snail shell helmet.
3341,Pointed ochre snelm,1,150,300,180,120,A muddy yellow coloured pointed snail shell helmet.
3343,Pointed bruise blue snelm,1,150,300,180,120,A moody blue pointed snail shell helmet.
3345,Blamish myre shell (round),1,13000,150,90,60,"A large 'Myre' coloured blamish snail shell, looks protective."
3347,Blamish red shell (round),1,13000,150,90,60,"A large red and black blamish snail shell, looks protective."
3349,Blamish ochre shell (round),1,13000,150,90,60,"A large ochre coloured blamish snail shell, looks protective."
3351,Blamish blue shell (round),1,13000,150,90,60,"A large blue coloured blamish snail shell, looks protective."
3353,Blamish bark shell,1,13000,150,90,60,"A large bark coloured blamish snail shell, looks protective."
3355,Blamish myre shell (pointed),1,13000,150,90,60,"A large 'Myre' coloured blamish snail shell, looks protective."
3357,Blamish red shell (pointed),1,13000,150,90,60,"A large red and black blamish snail shell, looks protective."
3359,Blamish ochre shell (pointed),1,13000,150,90,60,"A large ochre coloured blamish snail shell, looks protective."
3361,Blamish blue shell (pointed),1,13000,150,90,60,"A large blue coloured blamish snail shell, looks protective."
3363,Thin snail,1,13000,5,3,2,"The thin, slimy corpse of a deceased giant snail."
3365,Lean snail,1,13000,10,6,4,"The lean, slimy corpse of a deceased giant snail."
3367,Fat snail,1,13000,15,9,6,"The fat, slimy corpse of a deceased giant snail."
3369,Thin snail meat,1,6000,10,6,4,A succulently slimy slice of sumptuous snail.
3371,Lean snail meat,1,6000,20,12,8,A succulently slimy slice of sumptuous snail.
3373,Fat snail meat,1,6000,30,18,12,A succulently slimy slice of sumptuous snail.
3379,Raw slimy eel,1,13000,1,1,1,A slime covered eel - yuck!
3381,Cooked slimy eel,1,6000,1,1,1,"A cooked slimy eel - not delicious, but pretty nutritious."
3385,Splitbark helm,1,70,10000,6000,4000,A wooden helmet.
3387,Splitbark body,1,70,45000,27000,18000,Provides good protection.
3389,Splitbark legs,1,70,40000,24000,16000,These should protect my legs.
3391,Splitbark gauntlets,1,70,5000,3000,2000,These should keep my hands safe.
3393,Splitbark boots,1,70,5000,3000,2000,Wooden foot protection.
3396,Loar remains,1,7500,1,1,1,The remains of a deadly shade.
3398,Phrin remains,1,7500,1,1,1,The remains of a deadly shade.
3400,Riyl remains,1,7500,1,1,1,The remains of a deadly shade.
3402,Asyn remains,1,7500,1,1,1,The remains of a deadly shade.
3404,Fiyr remains,1,7500,1,1,1,The remains of a deadly shade.
3406,Unfinished potion,1,10000,11,6,4,I need another ingredient to finish this potion.
3408,Serum 207 (4),1,2000,14,8,5,4 doses serum 207 as described in Herbi Flax's diary.
3410,Serum 207 (3),1,2000,13,7,5,3 doses serum 207 as described in Herbi Flax's diary.
3412,Serum 207 (2),1,2000,13,7,5,2 doses serum 207 as described in Herbi Flax's diary.
3414,Serum 207 (1),1,2000,11,6,4,1 dose serum 207 as described in Herbi Flax's diary.
3420,Limestone brick,1,10000,20,12,8,A well carved limestone brick.
3422,Olive oil(4),1,10000,22,13,8,4 doses of olive oil.
3424,Olive oil(3),1,10000,20,12,8,3 doses of olive oil.
3426,Olive oil(2),1,10000,17,10,6,2 doses of olive oil.
3428,Olive oil(1),1,10000,14,8,5,1 dose of olive oil.
3430,Sacred oil(4),1,2000,100,60,40,4 doses of sacred Oil.
3432,Sacred oil(3),1,2000,90,54,36,3 doses of sacred Oil.
3434,Sacred oil(2),1,2000,75,45,30,2 doses of sacred Oil.
3436,Sacred oil(1),1,2000,60,36,24,1 dose of sacred Oil.
3438,Pyre logs,1,11000,8,4,3,Logs prepared with sacred oil for a funeral pyre.
3440,Oak pyre logs,1,11000,40,24,16,Oak logs prepared with sacred oil for a funeral pyre.
3442,Willow pyre logs,1,11000,80,48,32,Willow logs prepared with sacred oil for a funeral pyre.
3444,Maple pyre logs,1,11000,160,96,64,Maple logs prepared with sacred oil for a funeral pyre.
3446,Yew pyre logs,1,11000,320,192,128,Yew logs prepared with sacred oil for a funeral pyre.
3448,Magic pyre logs,1,11000,640,384,256,Magic logs prepared with sacred oil for a funeral pyre.
3470,Fine cloth,1,11000,500,300,200,Amazingly untouched by time.
3472,Black plateskirt (t),0,8,1920,1152,768,Black plateskirt with trim.
3473,Black plateskirt (g),0,8,1920,1152,768,Black plateskirt with gold trim.
3474,Adamant plateskirt (t),0,8,6400,3840,2560,Adamant plateskirt with trim.
3475,Adamant plateskirt (g),0,8,6400,3840,2560,Adamant plateskirt with gold trim.
3476,Rune plateskirt (g),0,8,64000,38400,25600,Rune plateskirt with gold trim.
3477,Rune plateskirt (t),0,8,64000,38400,25600,Rune plateskirt with trim.
3478,Zamorak plateskirt,0,8,64000,38400,25600,Rune plateskirt in the colours of Zamorak.
3479,Saradomin plateskirt,0,8,64000,38400,25600,Rune plateskirt in the colours of Saradomin.
3480,Guthix plateskirt,0,8,64000,38400,25600,Rune plateskirt in the colours of Guthix.
3481,Gilded platebody,0,8,65000,39000,26000,Rune platebody with gold plate.
3483,Gilded platelegs,0,8,64000,38400,25600,Rune platelegs with gold plate.
3485,Gilded plateskirt,0,8,64000,38400,25600,Rune plateskirt with gold plate.
3486,Gilded full helm,0,8,35200,21120,14080,Rune full helmet with gold plate.
3488,Gilded kiteshield,0,8,54400,32640,21760,Rune kiteshield with gold plate.
3678,Flamtaer hammer,1,40,10000,6000,4000,An exquisitely shaped tool specially designed for fixing temples.
3749,Archer helm,1,70,60000,36000,24000,This helmet is worn by archers.
3751,Berserker helm,1,70,60000,36000,24000,This helmet is worn by berserkers.
3753,Warrior helm,1,70,60000,36000,24000,This helmet is worn by warriors.
3755,Farseer helm,1,70,60000,36000,24000,This helmet is worn by farseers.
3759,Fremennik cyan cloak,1,150,250,150,100,The latest fashion in Rellekka.
3761,Fremennik brown cloak,1,150,250,150,100,The latest fashion in Rellekka.
3763,Fremennik blue cloak,1,150,250,150,100,The latest fashion in Rellekka.
3765,Fremennik green cloak,1,150,250,150,100,The latest fashion in Rellekka.
3767,Fremennik brown shirt,1,150,250,150,100,The latest in Fremennik fashion.
3769,Fremennik grey shirt,1,150,250,150,100,The latest in Fremennik fashion.
3771,Fremennik beige shirt,1,150,250,150,100,The latest in Fremennik fashion.
3773,Fremennik red shirt,1,150,250,150,100,The latest in Fremennik fashion.
3775,Fremennik blue shirt,1,150,250,150,100,The latest in Fremennik fashion.
3777,Fremennik red cloak,1,150,250,150,100,The latest fashion in Rellekka.
3779,Fremennik grey cloak,1,150,250,150,100,The latest fashion in Rellekka.
3781,Fremennik yellow cloak,1,150,250,150,100,The latest fashion in Rellekka.
3783,Fremennik teal cloak,1,150,250,150,100,The latest fashion in Rellekka.
3785,Fremennik purple cloak,1,150,250,150,100,The latest fashion in Rellekka.
3787,Fremennik pink cloak,1,150,250,150,100,The latest fashion in Rellekka.
3789,Fremennik black cloak,1,150,250,150,100,The latest fashion in Rellekka.
3791,Fremennik boots,1,150,500,300,200,Very stylish!
3793,Fremennik robe,1,150,500,300,200,The latest fashion in Rellekka.
3795,Fremennik skirt,1,150,500,300,200,The latest fashion in Rellekka.
3797,Fremennik hat,1,150,500,300,200,A silly pointed hat.
3799,Fremennik gloves,1,150,500,300,200,These will keep my hands warm!
3801,Keg of beer,1,2000,250,150,100,A lot of beer in a barrel.
3803,Beer tankard,1,2000,20,12,8,Frothy and alcoholic.
3827,Saradomin page 1,1,5,200,120,80,This seems to have been torn from a book...
3828,Saradomin page 2,1,5,200,120,80,This seems to have been torn from a book...
3829,Saradomin page 3,1,5,200,120,80,This seems to have been torn from a book...
3830,Saradomin page 4,1,5,200,120,80,This seems to have been torn from a book...
3831,Zamorak page 1,1,5,200,120,80,This seems to have been torn from a book...
3832,Zamorak page 2,1,5,200,120,80,This seems to have been torn from a book...
3833,Zamorak page 3,1,5,200,120,80,This seems to have been torn from a book...
3834,Zamorak page 4,1,5,200,120,80,This seems to have been torn from a book...
3835,Guthix page 1,1,5,200,120,80,This seems to have been torn from a book...
3836,Guthix page 2,1,5,200,120,80,This seems to have been torn from a book...
3837,Guthix page 3,1,5,200,120,80,This seems to have been torn from a book...
3838,Guthix page 4,1,5,200,120,80,This seems to have been torn from a book...
3853,Games necklace(8),1,10000,1050,630,420,An enchanted necklace.
4012,Monkey nuts,1,6000,3,1,1,These are monkey nuts. Yummy.
4014,Monkey bar,1,6000,50,30,20,It's a monkey bar. It looks highly nutritious.
4016,Banana stew,1,6000,300,180,120,It's a bowl full of mushy banana.
4087,Dragon platelegs,1,70,270000,162000,108000,These look pretty heavy.
4089,Mystic hat,1,125,15000,9000,6000,A magical hat.
4091,Mystic robe top,1,125,120000,72000,48000,The upper half of a magical robe.
4093,Mystic robe bottom,1,125,80000,48000,32000,The lower half of a magical robe.
4095,Mystic gloves,1,125,10000,6000,4000,Magical gloves.
4097,Mystic boots,1,125,10000,6000,4000,Magical boots.
4099,Mystic hat (dark),1,70,15000,9000,6000,A dark magical hat.
4101,Mystic robe top (dark),1,70,120000,72000,48000,The upper half of a dark magical robe.
4103,Mystic robe bottom (dark),1,70,80000,48000,32000,The lower half of a dark magical robe.
4105,Mystic gloves (dark),1,70,10000,6000,4000,Dark magical gloves.
4107,Mystic boots (dark),1,70,10000,6000,4000,Dark magical boots.
4109,Mystic hat (light),1,70,15000,9000,6000,A bright magical hat.
4111,Mystic robe top (light),1,70,120000,72000,48000,The upper half of a bright magical robe.
4113,Mystic robe bottom (light),1,70,80000,48000,32000,The lower half of a bright magical robe.
4115,Mystic gloves (light),1,70,10000,6000,4000,Bright magical gloves.
4117,Mystic boots (light),1,70,10000,6000,4000,Bright magical boots.
4119,Bronze boots,1,125,24,14,9,These will protect my feet.
4121,Iron boots,1,125,84,50,33,These will protect my feet.
4123,Steel boots,1,125,300,180,120,These will protect my feet.
4125,Black boots,1,125,576,345,230,These will protect my feet.
4127,Mithril boots,1,125,780,468,312,These will protect my feet.
4129,Adamant boots,1,125,1920,1152,768,These will protect my feet.
4131,Rune boots,1,70,12500,7500,5000,These will protect my feet.
4151,Abyssal whip,1,70,120001,72000,48000,A weapon from the Abyss.
4153,Granite maul,1,70,50000,30000,20000,Simplicity is the best weapon.
4156,Mirror shield,1,40,5000,3000,2000,I can just about see things in this shield's reflection.
4161,Bag of salt,1,8000,10,6,4,A bag of salt.
4162,Rock hammer,1,40,500,300,200,I can even smash stone with this.
4164,Facemask,1,70,200,120,80,Stops me breathing in too much dust.
4166,Earmuffs,1,70,200,120,80,These will protect my ears from loud noise.
4168,Nose peg,1,70,200,120,80,Protects me from any bad smells.
4170,Slayer's staff,1,70,21000,12600,8400,An old and magical staff.
4207,Crystal weapon seed,1,70,1,1,1,A seed to be sung into the finest crystal weapons.
4298,Ham shirt,1,15,75,45,30,"The label says 'Vivid Crimson', but it looks pink to me!"
4300,Ham robe,1,15,75,45,30,"The label says 'Vivid Crimson', but it looks pink to me!"
4302,Ham hood,1,15,75,45,30,Light-weight head protection and eye shield.
4304,Ham cloak,1,15,75,45,30,A HAM cape.
4306,Ham logo,1,15,75,45,30,A badge for the HAM cult.
4308,Ham gloves,1,15,75,45,30,HAM gloves as worn by the Humans Against Monsters group.
4310,Ham boots,1,15,75,45,30,HAM boots as worn by the Humans Against Monsters group.
4315,Team-1 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4317,Team-2 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4319,Team-3 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4321,Team-4 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4323,Team-5 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4325,Team-6 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4327,Team-7 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4329,Team-8 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4331,Team-9 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4333,Team-10 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4335,Team-11 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4337,Team-12 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4339,Team-13 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4341,Team-14 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4343,Team-15 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4345,Team-16 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4347,Team-17 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4349,Team-18 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4351,Team-19 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4353,Team-20 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4355,Team-21 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4357,Team-22 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4359,Team-23 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4361,Team-24 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4363,Team-25 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4365,Team-26 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4367,Team-27 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4369,Team-28 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4371,Team-29 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4373,Team-30 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4375,Team-31 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4377,Team-32 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4379,Team-33 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4381,Team-34 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4383,Team-35 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4385,Team-36 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4387,Team-37 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4389,Team-38 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4391,Team-39 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4393,Team-40 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4395,Team-41 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4397,Team-42 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4399,Team-43 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4401,Team-44 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4403,Team-45 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4405,Team-46 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4407,Team-47 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4409,Team-48 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4411,Team-49 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4413,Team-50 cape,0,150,50,30,20,Ooohhh look at the pretty colours...
4417,Guthix rest(4),1,2000,50,30,20,A cup of Guthix Rest.
4419,Guthix rest(3),1,2000,50,30,20,A cup of Guthix Rest.
4421,Guthix rest(2),1,2000,50,30,20,A cup of Guthix Rest.
4423,Guthix rest(1),1,2000,50,30,20,A cup of Guthix Rest.
4436,Airtight pot,1,15,10,6,4,This is pretty well sealed.
4438,Unfired pot lid,1,100,10,6,4,"This needs firing, then it should fit on a normal-sized pot."
4440,Pot lid,1,15,15,9,6,This should fit on a normal-sized pot.
4456,Bowl of hot water,1,13000,10,6,4,It's a bowl of hot water.
4458,Cup of water,1,13000,10,6,4,A cup of water.
4460,Cup of hot water,1,13000,10,6,4,It's hot!
4517,Giant frog legs,1,6000,100,60,40,This could feed a family of gnomes for a week!
4522,Oil lamp,1,40,28,16,11,Not the genie sort.
4525,Empty oil lamp,1,10000,25,15,10,An oil lamp with no oil in it.
4527,Empty candle lantern,1,10000,10,6,4,Put a candle in to complete it.
4529,Candle lantern (white),1,40,15,9,6,A candle in a glass cage.
4532,Candle lantern (black),1,40,15,9,6,A candle in a glass cage.
4535,Empty oil lantern,1,10000,120,72,48,Put oil in to complete it.
4537,Oil lantern,1,40,125,75,50,An unlit oil lantern.
4540,Oil lantern frame,1,10000,90,54,36,Add the glass to complete.
4542,Lantern lens,1,10000,70,42,28,A roughly circular disc of glass.
4544,Bullseye lantern (unf),1,10000,300,180,120,You need to add a lens before you can use it.
4546,Bullseye lantern (empty),1,10000,400,240,160,You need to add lamp oil before you can use it.
4548,Bullseye lantern,1,10000,420,252,168,A sturdy steel lantern.
4551,Spiny helmet,1,125,650,390,260,You don't want to wear it inside-out.
4580,Black spear,1,8,650,390,260,A black tipped spear.
4582,Black spear(p),1,8,750,450,300,A poisoned black tipped spear.
4585,Dragon plateskirt,1,70,270000,162000,108000,This looks pretty heavy.
4587,Dragon scimitar,1,70,100000,60000,40000,"A vicious, curved sword."
4591,Kharidian headpiece,1,15,1,1,1,Wear it on your head.
4593,Fake beard,1,15,1,1,1,Makes me itch.
4595,Karidian disguise,1,15,1,1,1,Makes my face itch.
4600,Willow blackjack,1,125,600,360,240,A handy little club made out of willow.
4608,Super kebab,1,15,3,1,1,A meaty and very hot kebab.
4627,Bandit's brew,1,2000,500,300,200,A cheeky little lager.
4668,Garlic powder,1,15,10,6,4,Finely ground garlic powder.
4675,Ancient staff,1,70,100000,60000,40000,A magical staff of ancient origin...
4684,Linen (Icthlarin's Little Helper),1,15,30,18,12,One sheet of mummy wrap.
4687,Bucket of sap,1,15,30,18,12,It's a bucket of sap.
4689,Pile of salt,1,15,20,12,8,A little heap of salt.
4694,Steam rune,1,18000,20,12,8,A combined Water and Fire Rune.
4695,Mist rune,1,18000,20,12,8,A combined Air and Water Rune.
4696,Dust rune,1,18000,20,12,8,A combined Air and Earth Rune.
4697,Smoke rune,1,18000,20,12,8,A combined Air and Fire Rune.
4698,Mud rune,1,18000,20,12,8,A combined Earth and Water Rune.
4699,Lava rune,1,18000,20,12,8,A combined Earth and Fire Rune.
4708,Ahrim's hood,1,15,13000,7800,5200,Ahrim the Blighted's leather hood.
4710,Ahrim's staff,1,15,85000,51000,34000,Ahrim the Blighted's quarterstaff.
4712,Ahrim's robetop,1,15,50000,30000,20000,Ahrim the Blighted's armoured robe top.
4714,Ahrim's robeskirt,1,15,47000,28200,18800,Ahrim the Blighted's armoured robe skirt.
4716,Dharok's helm,1,15,103000,61800,41200,Dharok the Wretched's helm.
4718,Dharok's greataxe,1,15,208000,124800,83200,Dharok the Wretched's greataxe.
4720,Dharok's platebody,1,15,280000,168000,112000,Dharok the Wretched's platebody armour.
4722,Dharok's platelegs,1,15,275000,165000,110000,Dharok the Wretched's plate leg armour.
4724,Guthan's helm,1,15,103000,61800,41200,Guthan the Infested's helm.
4726,Guthan's warspear,1,15,100000,60000,40000,Guthan the Infested's warspear.
4728,Guthan's platebody,1,15,280000,168000,112000,Guthan the Infested's platebody armour.
4730,Guthan's chainskirt,1,15,275000,165000,110000,Guthan the Infested's chainskirt.
4732,Karil's coif,1,15,13000,7800,5200,Karil the Tainted's coif.
4734,Karil's crossbow,1,15,160000,96000,64000,Karil the Tainted's repeating crossbow.
4736,Karil's leathertop,1,15,50000,30000,20000,Karil the Tainted's leather body armour.
4738,Karil's leatherskirt,1,15,47000,28200,18800,Karil the Tainted's leather skirt.
4740,Bolt rack,1,11000,50,30,20,Must need a special type of crossbow to use this.
4745,Torag's helm,1,15,103000,61800,41200,Torag the Corrupted's helm.
4747,Torag's hammers,1,15,160000,96000,64000,Torag the Corrupted's twin hammers.
4749,Torag's platebody,1,15,280000,168000,112000,Torag the Corrupted's platebody armour.
4751,Torag's platelegs,1,15,275000,165000,110000,Torag the Corrupted's plate leg armour.
4753,Verac's helm,1,15,103000,61800,41200,Verac the Defiled's helm.
4755,Verac's flail,1,15,160000,96000,64000,Verac the Defiled's flail.
4757,Verac's brassard,1,15,280000,168000,112000,Verac the Defiled's brassard.
4759,Verac's plateskirt,1,15,275000,165000,110000,Verac the Defiled's plate skirt.
4773,Bronze brutal,1,11000,5,3,2,Blunt bronze arrow... ouch.
4778,Iron brutal,1,11000,10,6,4,Blunt iron arrow... ouch.
4783,Steel brutal,1,11000,20,12,8,Blunt steel arrow... ouch.
4788,Black brutal,1,11000,35,21,14,Blunt black arrow... ouch.
4793,Mithril brutal,1,11000,50,30,20,Blunt mithril arrow... ouch.
4798,Adamant brutal,1,11000,95,57,38,Blunt adamantite arrow... ouch.
4803,Rune brutal,1,11000,450,270,180,Blunt rune arrow... ouch.
4812,Zogre bones,1,3000,1,1,1,A pile of Zombie Ogre bones.
4819,Bronze nails,1,13000,2,1,1,Keeps things in place fairly permanently.
4820,Iron nails,1,13000,4,2,1,Keeps things in place fairly permanently.
4821,Black nails,1,13000,12,7,4,Keeps things in place fairly permanently.
4822,Mithril nails,1,13000,18,10,7,Keeps things in place fairly permanently.
4823,Adamantite nails,1,13000,45,27,18,Keeps things in place fairly permanently.
4824,Rune nails,1,13000,220,132,88,Keeps things in place fairly permanently.
4825,Unstrung comp bow,1,10000,90,54,36,An unstrung composite ogre bow.
4827,Comp ogre bow,1,70,180,108,72,A composite ogre bow.
4830,Fayrg bones,1,7500,1,1,1,Ancient ogre bones from the ogre burial tomb.
4832,Raurg bones,1,7500,1,1,1,Ancient ogre bones from the ogre burial tomb.
4834,Ourg bones,1,7500,1,1,1,Ancient ogre bones from the ogre burial tomb.
4842,Relicym's balm(4),1,2000,225,135,90,"4 doses of Relicym's balm, which helps cure disease."
4844,Relicym's balm(3),1,2000,200,120,80,"3 doses of Relicym's balm, which helps cure disease."
4846,Relicym's balm(2),1,2000,150,90,60,"2 doses of Relicym's balm, which helps cure disease."
4848,Relicym's balm(1),1,2000,75,45,30,"1 dose of Relicym's balm, which helps cure disease."
4850,Ogre coffin key,1,3000,100,60,40,A key which opens coffins! (Opens the locked coffins in the cave at Jiggig).
4860,Ahrim's hood 0,1,15,13000,7800,5200,Ahrim the Blighted's leather hood.
4866,Ahrim's staff 0,1,15,85000,51000,34000,Ahrim the Blighted's quarterstaff.
4872,Ahrim's robetop 0,1,15,50000,30000,20000,Ahrim the Blighted's armoured robe top.
4878,Ahrim's robeskirt 0,1,15,47000,28200,18800,Ahrim the Blighted's armoured robe skirt.
4884,Dharok's helm 0,1,15,103000,61800,41200,Dharok the Wretched's helm.
4890,Dharok's greataxe 0,1,15,208000,124800,83200,Dharok the Wretched's greataxe.
4896,Dharok's platebody 0,1,15,280000,168000,112000,Dharok the Wretched's platebody armour.
4902,Dharok's platelegs 0,1,15,275000,165000,110000,Dharok the Wretched's plate leg armour.
4908,Guthan's helm 0,1,15,103000,61800,41200,Guthan the Infested's helm.
4914,Guthan's warspear 0,1,15,100000,60000,40000,Guthan the Infested's warspear.
4920,Guthan's platebody 0,1,15,280000,168000,112000,Guthan the Infested's platebody armour.
4926,Guthan's chainskirt 0,1,15,275000,165000,110000,Guthan the Infested's chainskirt.
4932,Karil's coif 0,1,15,13000,7800,5200,Karil the Tainted's coif.
4938,Karil's crossbow 0,1,15,160000,96000,64000,Karil the Tainted's repeating crossbow.
4944,Karil's leathertop 0,1,15,50000,30000,20000,Karil the Tainted's leather body armour.
4950,Karil's leatherskirt 0,1,15,47000,28200,18800,Karil the Tainted's leather skirt.
4956,Torag's helm 0,1,15,103000,61800,41200,Torag the Corrupted's helm.
4962,Torag's hammers 0,1,15,160000,96000,64000,Torag the Corrupted's twin hammers.
4968,Torag's platebody 0,1,15,280000,168000,112000,Torag the Corrupted's platebody armour.
4974,Torag's platelegs 0,1,15,275000,165000,110000,Torag the Corrupted's plate leg armour.
4980,Verac's helm 0,1,15,103000,61800,41200,Verac the Defiled's helm.
