id,name,runelite_const,config_name,members,tradeable,ge_tradeable,stackable,noted_id,placeholder_id,value,high_alch,low_alch,ge_buy_limit,weight_g,inventory_ops,ground_ops,examine,params
5490,Orange seedling (w),PLANTPOT_ORANGE_SEED_WATERED,plantpot_orange_seed_watered,1,0,0,0,,13836,1,,,,907,Drop,Take,An orange tree seed has been sown and watered in this plant pot.,
5491,Curry seedling (w),PLANTPOT_CURRY_SEED_WATERED,plantpot_curry_seed_watered,1,0,0,0,,13837,1,,,,907,Drop,Take,A curry tree seed has been sown and watered in this plant pot.,
5492,Pineapple seedling (w),PLANTPOT_PINEAPPLE_SEED_WATERED,plantpot_pineapple_seed_watered,1,0,0,0,,13838,1,,,,907,Drop,Take,A pineapple plant seed has been sown and watered in this plant pot.,
5493,Papaya seedling (w),PLANTPOT_PAPAYA_SEED_WATERED,plantpot_papaya_seed_watered,1,0,0,0,,13839,1,,,,907,Drop,Take,A papaya tree seed has been sown and watered in this plant pot.,
5494,Palm seedling (w),PLANTPOT_PALM_SEED_WATERED,plantpot_palm_seed_watered,1,0,0,0,,13840,1,,,,907,Drop,Take,A palm tree seed has been sown and watered in this plant pot.,
5495,Calquat seedling (w),PLANTPOT_CALQUAT_SEED_WATERED,plantpot_calquat_seed_watered,1,0,0,0,,13841,1,,,,907,Drop,Take,A Calquat tree seed has been sown and watered in this plant pot.,
5496,Apple sapling,PLANTPOT_APPLE_SAPLING,plantpot_apple_sapling,1,1,1,0,12946,13842,1,1,1,200,907,Drop,Take,This sapling is ready to be replanted in a fruit tree patch.,"{""709"":10,""23"":27,""895"":12}"
5497,Banana sapling,PLANTPOT_BANANA_SAPLING,plantpot_banana_sapling,1,1,1,0,12947,13843,1,1,1,200,907,Drop,Take,This sapling is ready to be replanted in a fruit tree patch.,"{""709"":10,""23"":33,""895"":13}"
5498,Orange sapling,PLANTPOT_ORANGE_SAPLING,plantpot_orange_sapling,1,1,1,0,12948,13844,1,1,1,200,907,Drop,Take,This sapling is ready to be replanted in a fruit tree patch.,"{""709"":10,""23"":39,""895"":14}"
5499,Curry sapling,PLANTPOT_CURRY_SAPLING,plantpot_curry_sapling,1,1,1,0,12949,13845,1,1,1,200,907,Drop,Take,This sapling is ready to be replanted in a fruit tree patch.,"{""709"":10,""23"":42,""895"":15}"
5500,Pineapple sapling,PLANTPOT_PINEAPPLE_SAPLING,plantpot_pineapple_sapling,1,1,1,0,12950,13846,1,1,1,200,907,Drop,Take,This sapling is ready to be replanted in a fruit tree patch.,"{""709"":10,""23"":51,""895"":16}"
5501,Papaya sapling,PLANTPOT_PAPAYA_SAPLING,plantpot_papaya_sapling,1,1,1,0,12951,13847,1,1,1,200,907,Drop,Take,This sapling is ready to be replanted in a fruit tree patch.,"{""709"":10,""23"":57,""895"":17}"
5502,Palm sapling,PLANTPOT_PALM_SAPLING,plantpot_palm_sapling,1,1,1,0,12952,13848,1,1,1,200,907,Drop,Take,This sapling is ready to be replanted in a fruit tree patch.,"{""709"":10,""23"":68,""895"":18}"
5503,Calquat sapling,PLANTPOT_CALQUAT_SAPLING,plantpot_calquat_sapling,1,1,1,0,12953,13849,1,1,1,200,907,Drop,Take,This sapling is ready to be replanted in a Calquat tree patch.,"{""709"":10,""23"":72}"
5504,Strawberry,STRAWBERRY,strawberry,1,1,1,0,5505,13860,17,10,6,11000,28,Eat|Drop,Take,A freshly picked strawberry.,
5505,null,Cert.STRAWBERRY,cert_strawberry,0,1,0,0,5504,-1,1,,,,0,Drop,Take,,
5506,Old man's message,WOM_MESSAGE,wom_message,1,0,0,0,,15328,1,,,,70,Read|Drop,Take,The Wise Old Man of Draynor Village asked you to take this to someone.,
5507,Strange book,WOM_BOOK_1,wom_book_1,0,0,0,0,,15329,1,,,,70,Read|Drop,Take,A tatty old book belonging to the Wise Old Man of Draynor Village.,
5508,Book of folklore,WOM_BOOK_2,wom_book_2,0,0,0,0,,15330,1,,,,70,Read|Drop,Take,A tatty old book belonging to the Wise Old Man of Draynor Village.,
5509,Small pouch,RCU_POUCH_SMALL,rcu_pouch_small,1,0,0,0,,19238,150,,,,1000,Fill|Check|Empty|Drop,Take,A small pouch used for storing essence.,"{""2226"":2,""595"":""Fill""}"
5510,Medium pouch,RCU_POUCH_MEDIUM,rcu_pouch_medium,1,0,0,0,,19239,300,,,,1000,Fill|Check|Empty|Drop,Take,A medium-sized pouch used for storing essence.,"{""2226"":2,""595"":""Fill""}"
5511,Medium pouch,RCU_POUCH_MEDIUM_DEGRADE,rcu_pouch_medium_degrade,1,0,0,0,,-1,300,,,,1000,Fill|Check|Empty|Drop,Take,A damaged medium-sized pouch used for storing essence.,"{""2226"":2,""595"":""Fill""}"
5512,Large pouch,RCU_POUCH_LARGE,rcu_pouch_large,1,0,0,0,,19240,600,,,,1000,Fill|Check|Empty|Drop,Take,A large pouch used for storing essence.,"{""2226"":2,""595"":""Fill""}"
5513,Large pouch,RCU_POUCH_LARGE_DEGRADE,rcu_pouch_large_degrade,1,0,0,0,,-1,600,,,,1000,Fill|Check|Empty|Drop,Take,A large damaged pouch used for storing essence.,"{""2226"":2,""595"":""Fill""}"
5514,Giant pouch,RCU_POUCH_GIANT,rcu_pouch_giant,1,0,0,0,,19241,1200,,,,1000,Fill|Check|Empty|Drop,Take,A giant-sized pouch used for storing essence.,"{""2226"":2,""595"":""Fill""}"
5515,Giant pouch,RCU_POUCH_GIANT_DEGRADE,rcu_pouch_giant_degrade,1,0,0,0,,-1,1200,,,,1000,Fill|Check|Empty|Drop,Take,A damaged giant-sized pouch used for storing essence.,"{""2226"":2,""595"":""Fill""}"
5516,Elemental talisman,ELEMENTAL_TALISMAN,elemental_talisman,1,1,1,0,5517,19242,500,300,200,40,15,Locate|Drop,Take,A mysterious power emanates from the talisman...,
5517,null,Cert.ELEMENTAL_TALISMAN,cert_elemental_talisman,0,1,0,0,5516,-1,1,,,,0,Drop,Take,,
5518,Scrying orb,SCRYING_ORB_FULL,scrying_orb_full,1,0,0,0,,19243,30,,,,1000,Destroy,Take,This contains mystical teleport information...,"{""295"":1}"
5519,Scrying orb,SCRYING_ORB_EMPTY,scrying_orb_empty,1,0,0,0,,19244,30,,,,50,Destroy,Take,This orb apparently contains a cypher spell.,"{""295"":1}"
5520,Abyssal book,RCU_INSTRUCTION_BOOK,rcu_instruction_book,1,0,0,0,,19245,10,,,,10,Read|Drop,Take,Some research notes on the Abyss.,
5521,Binding necklace,MAGIC_EMERALD_NECKLACE,magic_emerald_necklace,1,1,1,0,5522,19246,1425,855,570,10000,10,Wear|Check|Destroy,Take,A necklace embedded with mystical power.,"{""451"":""Check""}"
5522,null,Cert.MAGIC_EMERALD_NECKLACE,cert_magic_emerald_necklace,0,1,0,0,5521,-1,1,,,,0,Drop,Take,,
5523,Tiara mould,TIARA_MOULD,tiara_mould,0,1,1,0,5524,19247,100,60,40,40,1000,Drop,Take,A mould for tiaras.,
5524,null,Cert.TIARA_MOULD,cert_tiara_mould,0,1,0,0,5523,-1,1,,,,0,Drop,Take,,
5525,Tiara,TIARA,tiara,0,1,1,0,5526,19248,100,60,40,10000,1000,Wear|Drop,Take,Makes me feel like a Princess.,"{""434"":12,""436"":23}"
5526,null,Cert.TIARA,cert_tiara,0,1,0,0,5525,-1,1,,,,0,Drop,Take,,
5527,Air tiara,TIARA_AIR,tiara_air,0,1,1,0,5528,19249,100,60,40,40,1000,Wear|Drop,Take,A tiara infused with the properties of air.,
5528,null,Cert.TIARA_AIR,cert_tiara_air,0,1,0,0,5527,-1,1,,,,0,Drop,Take,,
5529,Mind tiara,TIARA_MIND,tiara_mind,0,1,1,0,5530,19250,100,60,40,40,1000,Wear|Drop,Take,A tiara infused with the properties of the mind.,
5530,null,Cert.TIARA_MIND,cert_tiara_mind,0,1,0,0,5529,-1,1,,,,0,Drop,Take,,
5531,Water tiara,TIARA_WATER,tiara_water,0,1,1,0,5532,19251,100,60,40,40,1000,Wear|Drop,Take,A tiara infused with the properties of water.,
5532,null,Cert.TIARA_WATER,cert_tiara_water,0,1,0,0,5531,-1,1,,,,0,Drop,Take,,
5533,Body tiara,TIARA_BODY,tiara_body,0,1,1,0,5534,19252,100,60,40,40,1000,Wear|Drop,Take,A tiara infused with the properties of the body.,
5534,null,Cert.TIARA_BODY,cert_tiara_body,0,1,0,0,5533,-1,1,,,,0,Drop,Take,,
5535,Earth tiara,TIARA_EARTH,tiara_earth,0,1,1,0,5536,19253,100,60,40,40,1000,Wear|Drop,Take,A tiara infused with the properties of the earth.,
5536,null,Cert.TIARA_EARTH,cert_tiara_earth,0,1,0,0,5535,-1,1,,,,0,Drop,Take,,
5537,Fire tiara,TIARA_FIRE,tiara_fire,0,1,1,0,5538,19254,100,60,40,40,1000,Wear|Drop,Take,A tiara infused with the properties of fire.,
5538,null,Cert.TIARA_FIRE,cert_tiara_fire,0,1,0,0,5537,-1,1,,,,0,Drop,Take,,
5539,Cosmic tiara,TIARA_COSMIC,tiara_cosmic,1,1,1,0,5540,19255,100,60,40,40,1000,Wear|Drop,Take,A tiara infused with the properties of the cosmos.,
5540,null,Cert.TIARA_COSMIC,cert_tiara_cosmic,0,1,0,0,5539,-1,1,,,,0,Drop,Take,,
5541,Nature tiara,TIARA_NATURE,tiara_nature,1,1,1,0,5542,19256,100,60,40,40,1000,Wear|Drop,Take,A tiara infused with the properties of nature.,
5542,null,Cert.TIARA_NATURE,cert_tiara_nature,0,1,0,0,5541,-1,1,,,,0,Drop,Take,,
5543,Chaos tiara,TIARA_CHAOS,tiara_chaos,1,1,1,0,5544,19257,100,60,40,40,1000,Wear|Drop,Take,A tiara infused with the properties of chaos.,
5544,null,Cert.TIARA_CHAOS,cert_tiara_chaos,0,1,0,0,5543,-1,1,,,,0,Drop,Take,,
5545,Law tiara,TIARA_LAW,tiara_law,1,0,0,0,,19258,100,,,,1000,Wear|Destroy,Take,A tiara infused with the properties of law.,
5546,Auto-weed (deactivated),CERT_TIARA_LAW,cert_tiara_law,0,0,0,0,,-1,1,,,,7,Drop,Take,Nothing like it to keep your crops free of weeds.,"{""1784"":""When enabled, weeds no longer grow in your Farming patches. This doesn't remove weeds that have already grown there, but it stops them growing back.<br><br>Auto-weed is off.""}"
5547,Death tiara,TIARA_DEATH,tiara_death,1,1,1,0,5548,19259,100,60,40,40,1000,Wear|Drop,Take,A tiara infused with the properties of death.,
5548,null,Cert.TIARA_DEATH,cert_tiara_death,0,1,0,0,5547,-1,1,,,,0,Drop,Take,,
5549,Blood tiara,TIARA_BLOOD,tiara_blood,1,1,1,0,5550,26791,500,300,200,,1000,Wear|Drop,Take,A tiara infused with the properties of blood.,
5550,null,Cert.TIARA_BLOOD,cert_tiara_blood,0,1,0,0,5549,-1,1,,,,0,Drop,Take,,
5551,Gricoller's can (refill),TIARA_SOUL,tiara_soul,0,0,0,0,,-1,1,,,,7,Drop,Take,Contains far more water than should fit in such a small can.,"{""1784"":""Contains far more water than should fit in such a small can. <br>Buy this to recharge your can to full.""}"
5552,Auto-weed (activated),CERT_TIARA_SOUL,cert_tiara_soul,0,0,0,0,,-1,1,,,,7,Drop,Take,Nothing like it to keep your crops free of weeds.,"{""1784"":""When enabled, weeds no longer grow in your Farming patches. This doesn't remove weeds that have already grown there, but it stops them growing back.<br><br>Auto-weed is on.""}"
5553,Rogue top,ROGUESDEN_BODY,roguesden_body,1,0,0,0,,18426,625,,,,453,Wear|Drop,Take,"Black banded leather armour, a rogue's dream!","{""5"":10,""6"":10,""7"":10,""8"":10,""9"":10}"
5554,Rogue mask,ROGUESDEN_HELM,roguesden_helm,1,0,0,0,,18427,375,,,,453,Wear|Drop,Take,"Black banded leather armour, a rogue's dream!","{""5"":5,""6"":5,""7"":5,""8"":5,""9"":5}"
5555,Rogue trousers,ROGUESDEN_LEGS,roguesden_legs,1,0,0,0,,18428,500,,,,453,Wear|Drop,Take,"Black banded leather armour, a rogue's dream!","{""5"":7,""6"":7,""7"":7,""8"":7,""9"":7}"
5556,Rogue gloves,ROGUESDEN_GLOVES,roguesden_gloves,1,0,0,0,,18429,250,,,,453,Wear|Drop,Take,"Black banded leather gloves, a rogue's dream!","{""5"":2,""6"":2,""7"":2,""8"":2,""9"":2}"
5557,Rogue boots,ROGUESDEN_BOOTS,roguesden_boots,1,0,0,0,,18430,250,,,,453,Wear|Drop,Take,"Black banded leather boots, a rogue's dream!","{""5"":2,""6"":2,""7"":2,""8"":2,""9"":2}"
5558,Rogue kit,ROGUESDEN_KIT,roguesden_kit,1,0,0,1,,18431,50,,,,0,Build|Drop,Take,It can do almost anything!,
5559,Flash powder,ROGUESDEN_FLASH_POWDER,roguesden_flash_powder,1,0,0,1,,18432,1,,,,0,Drop,Take,A small satchel of bright powder!,
5560,Stethoscope,ROGUESDEN_STETHOSCOPE,roguesden_stethoscope,1,0,0,0,,18433,10,,,,453,Drop,Take,A useful hearing aid.,
5561,Mystic jewel,ROGUESDEN_GEM,roguesden_gem,1,0,0,0,,-1,1,,,,2,Activate|Drop,Take,I can escape the Maze with this!,
5562,Gear,ROGUESDEN_GEAR1,roguesden_gear1,1,0,0,0,,-1,1,,,,453,Drop,Take,Used in machines and locks the rune over.,
5563,Gear,ROGUESDEN_GEAR2,roguesden_gear2,1,0,0,0,,-1,1,,,,453,Drop,Take,Used in machines and locks the rune over.,
5564,Gear,ROGUESDEN_GEAR3,roguesden_gear3,1,0,0,0,,-1,1,,,,453,Drop,Take,Used in machines and locks the rune over.,
5565,Gear,ROGUESDEN_GEAR4,roguesden_gear4,1,0,0,0,,-1,1,,,,453,Drop,Take,Used in machines and locks the rune over.,
5566,Gear,ROGUESDEN_GEAR5,roguesden_gear5,1,0,0,0,,-1,1,,,,453,Drop,Take,Used in machines and locks the rune over.,
5567,Gear,ROGUESDEN_GEAR6,roguesden_gear6,1,0,0,0,,-1,1,,,,453,Drop,Take,Used in machines and locks the rune over.,
5568,Tile,ROGUESDEN_PUZZLE_MOSAIC_TILE1,roguesden_puzzle_mosaic_tile1,1,0,0,0,,-1,1,,,,453,Drop,Take,For a mosaic.,
5569,Tiles,ROGUESDEN_PUZZLE_MOSAIC_TILE2,roguesden_puzzle_mosaic_tile2,1,0,0,0,,-1,1,,,,453,Drop,Take,For a mosaic.,
5570,Tiles,ROGUESDEN_PUZZLE_MOSAIC_TILE3,roguesden_puzzle_mosaic_tile3,1,0,0,0,,-1,1,,,,453,Drop,Take,For a mosaic.,
5571,Tiles,ROGUESDEN_PUZZLE_MOSAIC_TILE4,roguesden_puzzle_mosaic_tile4,1,0,0,0,,-1,1,,,,453,Drop,Take,For a mosaic.,
5572,Null,ROGUESDEN_PUZZLE_ROTATION,roguesden_puzzle_rotation,0,0,0,0,,-1,1,,,,0,Drop,Take,null,
5573,Desert amulet,CERT_ROGUESDEN_PUZZLE_ROTATION,cert_roguesden_puzzle_rotation,0,0,0,0,,-1,0,,,,10,Drop,Take,A heart shaped amulet containing sand.,"{""59"":1}"
5574,Initiate sallet,BASIC_TK_HELM,basic_tk_helm,1,1,1,0,5611,14339,6000,3600,2400,125,2267,Wear|Drop,Take,An initiate Temple Knight's helm.,"{""0"":0,""1"":0,""2"":0,""3"":-6,""4"":-3,""5"":13,""6"":14,""7"":11,""8"":-1,""9"":13,""11"":3,""434"":1,""435"":5,""436"":20,""437"":10,""1564"":0}"
5575,Initiate hauberk,BASIC_TK_BODY,basic_tk_body,1,1,1,0,5612,14340,10000,6000,4000,125,8618,Wear|Drop,Take,An initiate Temple Knight's Armour.,"{""0"":0,""1"":0,""2"":0,""3"":-30,""4"":-15,""5"":46,""6"":44,""7"":38,""8"":-6,""9"":44,""11"":6,""434"":1,""435"":5,""436"":20,""437"":10,""1564"":4}"
5576,Initiate cuisse,BASIC_TK_LEGS,basic_tk_legs,1,1,1,0,5613,14341,8000,4800,3200,125,7711,Wear|Drop,Take,An initiate Temple Knight's leg armour.,"{""0"":0,""1"":0,""2"":0,""3"":-21,""4"":-11,""5"":24,""6"":22,""7"":20,""8"":-4,""9"":22,""11"":5,""434"":1,""435"":5,""436"":20,""437"":10,""1564"":7}"
5577,Cupric sulfate,RD_CUPRIC_SULPHATE,rd_cupric_sulphate,1,0,0,0,,-1,1,,,,56,Drop,Take,A vial of something labelled 'Cupric Sulfate'.,"{""59"":1}"
5578,Acetic acid,RD_ACETIC_ACID,rd_acetic_acid,1,0,0,0,,-1,1,,,,56,Drop,Take,A vial of something labelled 'Acetic Acid'.,"{""59"":1}"
5579,Gypsum,RD_GYPSUM,rd_gypsum,1,0,0,0,,-1,1,,,,56,Drop,Take,A vial of something labelled 'Gypsum'.,"{""59"":1}"
5580,Sodium chloride,RD_SODIUM_CHLORIDE,rd_sodium_chloride,1,0,0,0,,-1,1,,,,56,Drop,Take,A vial of something labelled 'Sodium Chloride'.,"{""59"":1}"
5581,Nitrous oxide,RD_NITORUS_OXIDE,rd_nitorus_oxide,1,0,0,0,,-1,1,,,,56,Open|Drop,Take,A vial of something labelled 'Nitrous Oxide'.,"{""59"":1}"
5582,Vial of liquid,RD_DIHYDROGEN_MONOXIDE,rd_dihydrogen_monoxide,1,0,0,0,,-1,1,,,,56,Drop,Take,A vial of something labelled 'Dihydrogen Monoxide'.,"{""59"":1}"
5583,Tin ore powder,RD_TIN_ORE_POWDER,rd_tin_ore_powder,1,0,0,0,,-1,1,,,,56,Drop,Take,A vial of something labelled 'Powdered Tin Ore'.,"{""59"":1}"
5584,Cupric ore powder,RD_COPPER_ORE_POWDER,rd_copper_ore_powder,1,0,0,0,,-1,1,,,,56,Drop,Take,A vial of something labelled 'Powdered Cupric Ore'.,"{""59"":1}"
5585,Bronze key,RD_PUZZLEROOM_KEY,rd_puzzleroom_key,1,0,0,0,,-1,1,,,,10,Drop,Take,I hope the mould was accurate enough... (Used in the Recruitment Drive quest).,"{""59"":1}"
5586,Metal spade,RD_METAL_SPADE,rd_metal_spade,1,0,0,0,,-1,1,,,,1814,Drop,Take,It's a metal spade with a wooden handle.,"{""59"":1}"
5587,Metal spade,RD_METAL_SPADE_NO_HANDLE,rd_metal_spade_no_handle,1,0,0,0,,-1,1,,,,1814,Drop,Take,It's a metal spade without a handle.,"{""59"":1}"
5588,Alchemical notes,RD_CHEM_BOOK,rd_chem_book,1,0,0,0,,-1,1,,,,510,Read|Drop,Take,Looks like a pretty boring read.,"{""59"":1}"
5589,??? mixture,RD_CUPRIC_SULPHATE2,rd_cupric_sulphate2,1,0,0,0,,-1,1,,,,56,Drop,Take,A very hot vial of something or other. The label says 'Cupric Sulfate'.,"{""59"":1}"
5590,??? mixture,RD_PLASTER_VIAL,rd_plaster_vial,1,0,0,0,,-1,1,,,,56,Drop,Take,A very warm vial of something or other. It's a bit lumpy.,"{""59"":1}"
5591,??? mixture,RD_SPOILT_POTION,rd_spoilt_potion,1,0,0,0,,-1,1,,,,56,Drop,Take,It looks horrible. I think I messed something up.,"{""59"":1}"
5592,Tin,RD_TIN,rd_tin,1,0,0,0,,-1,10,,,,100,Drop,Take,I could probably pour something into this.,"{""59"":1}"
5593,Tin,RD_TINFULL,rd_tinfull,1,0,0,0,,-1,20,,,,101,Drop,Take,It's full of a white lumpy mixture that seems to be hardening.,"{""59"":1}"
5594,Tin,RD_KEYMOULD,rd_keymould,1,0,0,0,,-1,20,,,,101,Drop,Take,There is an impression of a key embedded in it.,"{""59"":1}"
5595,Tin,RD_FULL_KEYMOULD_TIN,rd_full_keymould_tin,1,0,0,0,,-1,20,,,,101,Drop,Take,"There is an impression of a key, filled with tin ore.","{""59"":1}"
5596,Tin,RD_FULL_KEYMOULD_COPPER,rd_full_keymould_copper,1,0,0,0,,-1,20,,,,101,Drop,Take,"There is an impression of a key, filled with copper ore.","{""59"":1}"
5597,Tin,RD_FULL_KEYMOULD_UNHEATED,rd_full_keymould_unheated,1,0,0,0,,-1,20,,,,101,Drop,Take,"There is an impression of a key, filled with tin and copper ore.","{""59"":1}"
5598,Tin,RD_FULL_KEYMOULD_COMPLETE,rd_full_keymould_complete,1,0,0,0,,-1,20,,,,101,Drop,Take,There is a bronze key surrounded by plaster in this tin.,"{""59"":1}"
5599,Tin,RD_TIN_OF_CRAP,rd_tin_of_crap,1,0,0,0,,-1,20,,,,101,Drop,Take,There is a strange concoction filling this tin.,"{""59"":1}"
5600,Tin,RD_TIN_OF_CRAP_EMPTY,rd_tin_of_crap_empty,1,0,0,0,,-1,20,,,,101,Drop,Take,A tin layered with some stuff from a vial.,"{""59"":1}"
5601,Chisel,RD_CHISEL,rd_chisel,1,0,0,0,,-1,1,,,,453,Drop,Take,Good for detailed crafting.,"{""59"":1}"
5602,Bronze wire,RD_WIRE,rd_wire,1,0,0,0,,-1,20,,,,5,Drop,Take,Useful for crafting items.,"{""59"":1}"
5603,Shears,RD_SHEARS,rd_shears,1,0,0,0,,-1,1,,,,113,Drop,Take,For shearing sheep.,"{""59"":1}"
5604,Magnet,RD_MAGNET,rd_magnet,1,0,0,0,,-1,3,,,,20,Drop,Take,A very attractive magnet.,"{""59"":1}"
5605,Knife,RD_KNIFE,rd_knife,1,0,0,0,,-1,6,,,,20,Drop,Take,A dangerous looking knife.,"{""59"":1}"
5606,Null,RD_MAKEOVER_TICKET,rd_makeover_ticket,0,0,0,0,,17224,1,,,,5,Use|Drop,Take,null,
5607,Grain,RD_SACK,rd_sack,1,0,0,0,,-1,1,,,,5000,Wear|Drop,Take,A sack full of grain.,"{""59"":1}"
5608,Fox,RD_FOX,rd_fox,1,0,0,0,,-1,1,,,,5000,Wear|Drop,Take,I don't think he likes being carried.,"{""59"":1}"
5609,Chicken,RD_CHICKEN,rd_chicken,1,0,0,0,,-1,1,,,,5000,Wear|Drop,Take,He'd be easier to carry if I cooked and ate him first...,"{""59"":1}"
5610,Hourglass,RD_HOURGLASS,rd_hourglass,1,0,0,0,,-1,1,,,,100,Drop,Take,It's an hourglass.,"{""59"":1}"
5611,null,Cert.BASIC_TK_HELM,cert_basic_tk_helm,0,1,0,0,5574,-1,1,,,,0,Drop,Take,,
5612,null,Cert.BASIC_TK_BODY,cert_basic_tk_body,0,1,0,0,5575,-1,1,,,,0,Drop,Take,,
5613,null,Cert.BASIC_TK_LEGS,cert_basic_tk_legs,0,1,0,0,5576,-1,1,,,,0,Drop,Take,,
5614,Magic carpet,MAGIC_CARPET,magic_carpet,1,0,0,0,,-1,1,,,,5,Drop,Take,A flying Magic carpet.,"{""59"":1}"
5615,Shaikahan bonemeal,POT_BONEMEAL_BEAST,pot_bonemeal_beast,1,0,0,0,,17812,1,,,,1500,Empty|Drop,Take,A pot of crushed Shaikahan bones.,
5616,Bronze arrow(p+),BRONZE_ARROW_P_,bronze_arrow_p+,1,1,1,1,,14600,1,1,1,7000,0,Wield|Drop,Take,Venomous-looking arrows.,"{""23"":1,""12"":7}"
5617,Iron arrow(p+),IRON_ARROW_P_,iron_arrow_p+,1,1,1,1,,14601,3,1,1,7000,0,Wield|Drop,Take,Venomous-looking arrows.,"{""23"":1,""12"":10}"
5618,Steel arrow(p+),STEEL_ARROW_P_,steel_arrow_p+,1,1,1,1,,14602,12,7,4,7000,0,Wield|Drop,Take,Venomous-looking arrows.,"{""23"":5,""12"":16}"
5619,Mithril arrow(p+),MITHRIL_ARROW_P_,mithril_arrow_p+,1,1,1,1,,14603,32,19,12,7000,0,Wield|Drop,Take,Venomous-looking arrows.,"{""23"":20,""12"":22}"
5620,Adamant arrow(p+),ADAMANT_ARROW_P_,adamant_arrow_p+,1,1,1,1,,14604,80,48,32,11000,0,Wield|Drop,Take,Venomous-looking arrows.,"{""23"":30,""12"":31}"
5621,Rune arrow(p+),RUNE_ARROW_P_,rune_arrow_p+,1,1,1,1,,14605,400,240,160,11000,0,Wield|Drop,Take,Venomous-looking arrows.,"{""23"":40,""12"":49}"
5622,Bronze arrow(p++),BRONZE_ARROW_P__,bronze_arrow_p++,1,1,1,1,,14607,1,1,1,7000,0,Wield|Drop,Take,Venomous-looking arrows.,"{""23"":1,""12"":7}"
5623,Iron arrow(p++),IRON_ARROW_P__,iron_arrow_p++,1,1,1,1,,14608,3,1,1,7000,0,Wield|Drop,Take,Venomous-looking arrows.,"{""23"":1,""12"":10}"
5624,Steel arrow(p++),STEEL_ARROW_P__,steel_arrow_p++,1,1,1,1,,14609,12,7,4,7000,0,Wield|Drop,Take,Venomous-looking arrows.,"{""23"":5,""12"":16}"
5625,Mithril arrow(p++),MITHRIL_ARROW_P__,mithril_arrow_p++,1,1,1,1,,14610,32,19,12,7000,0,Wield|Drop,Take,Venomous-looking arrows.,"{""23"":20,""12"":22}"
5626,Adamant arrow(p++),ADAMANT_ARROW_P__,adamant_arrow_p++,1,1,1,1,,14611,80,48,32,11000,0,Wield|Drop,Take,Venomous-looking arrows.,"{""23"":30,""12"":31}"
5627,Rune arrow(p++),RUNE_ARROW_P__,rune_arrow_p++,1,1,1,1,,14612,400,240,160,11000,0,Wield|Drop,Take,Venomous-looking arrows.,"{""23"":40,""12"":49}"
5628,Bronze dart(p+),BRONZE_DART_P_,bronze_dart_p+,1,1,1,1,,14542,1,1,1,7000,0,Wield|Drop,Take,A deadly poisoned dart with a bronze tip.,"{""4"":0,""23"":1,""12"":1,""13"":3,""14"":3}"
5629,Iron dart(p+),IRON_DART_P_,iron_dart_p+,1,1,1,1,,14543,2,1,1,7000,0,Wield|Drop,Take,A deadly poisoned dart with an iron tip.,"{""4"":0,""23"":1,""12"":2,""13"":3,""14"":3}"
5630,Steel dart(p+),STEEL_DART_P_,steel_dart_p+,1,1,1,1,,14544,10,6,4,7000,0,Wield|Drop,Take,A deadly poisoned dart with a steel tip.,"{""4"":0,""23"":5,""12"":3,""13"":3,""14"":3}"
5631,Black dart(p+),BLACK_DART_P_,black_dart_p+,1,1,1,1,,14545,18,10,7,7000,0,Wield|Drop,Take,A deadly poisoned dart with a black tip.,"{""4"":0,""23"":10,""12"":6,""13"":3,""14"":3}"
5632,Mithril dart(p+),MITHRIL_DART_P_,mithril_dart_p+,1,1,1,1,,14546,25,15,10,7000,0,Wield|Drop,Take,A deadly poisoned dart with a mithril tip.,"{""4"":0,""23"":20,""12"":9,""13"":3,""14"":3}"
5633,Adamant dart(p+),ADAMANT_DART_P_,adamant_dart_p+,1,1,1,1,,14547,65,39,26,11000,0,Wield|Drop,Take,A deadly poisoned dart with an adamant tip.,"{""4"":0,""23"":30,""12"":17,""13"":3,""14"":3}"
5634,Rune dart(p+),RUNE_DART_P_,rune_dart_p+,1,1,1,1,,14548,350,210,140,11000,0,Wield|Drop,Take,A deadly poisoned dart with a rune tip.,"{""4"":0,""23"":40,""12"":26,""13"":3,""14"":3}"
5635,Bronze dart(p++),BRONZE_DART_P__,bronze_dart_p++,1,1,1,1,,14550,1,1,1,7000,0,Wield|Drop,Take,A deadly poisoned dart with a bronze tip.,"{""4"":0,""23"":1,""12"":1,""13"":3,""14"":3}"
5636,Iron dart(p++),IRON_DART_P__,iron_dart_p++,1,1,1,1,,14551,2,1,1,7000,0,Wield|Drop,Take,A deadly poisoned dart with an iron tip.,"{""4"":0,""23"":1,""12"":2,""13"":3,""14"":3}"
5637,Steel dart(p++),STEEL_DART_P__,steel_dart_p++,1,1,1,1,,14552,10,6,4,7000,0,Wield|Drop,Take,A deadly poisoned dart with a steel tip.,"{""4"":0,""23"":5,""12"":3,""13"":3,""14"":3}"
5638,Black dart(p++),BLACK_DART_P__,black_dart_p++,1,1,1,1,,14553,18,10,7,7000,0,Wield|Drop,Take,A deadly poisoned dart with a black tip.,"{""4"":0,""23"":10,""12"":6,""13"":3,""14"":3}"
5639,Mithril dart(p++),MITHRIL_DART_P__,mithril_dart_p++,1,1,1,1,,14554,25,15,10,7000,0,Wield|Drop,Take,A deadly poisoned dart with a mithril tip.,"{""4"":0,""23"":20,""12"":9,""13"":3,""14"":3}"
