group_class,child_const,group_id,child_id,packed_id,packed_hex
MagicSpellbook,HUMIDIFY,218,115,14286963,0x00da0073
MagicSpellbook,TELE_MOONCLAN,218,116,14286964,0x00da0074
MagicSpellbook,TELE_GROUP_MOONCLAN,218,117,14286965,0x00da0075
MagicSpellbook,CURE_ME,218,118,14286966,0x00da0076
MagicSpellbook,HUNTER_KIT,218,119,14286967,0x00da0077
MagicSpellbook,TELE_WATERBIRTH,218,120,14286968,0x00da0078
MagicSpellbook,TELE_GROUP_WATERBIRTH,218,121,14286969,0x00da0079
MagicSpellbook,CURE_GROUP,218,122,14286970,0x00da007a
MagicSpellbook,STAT_SPY,218,123,14286971,0x00da007b
MagicSpellbook,TELE_BARB_OUT,218,124,14286972,0x00da007c
MagicSpellbook,TELE_GROUP_BARBARIAN,218,125,14286973,0x00da007d
MagicSpellbook,SUPERGLASS,218,126,14286974,0x00da007e
MagicSpellbook,TAN_LEATHER,218,127,14286975,0x00da007f
MagicSpellbook,TELE_KHAZARD,218,128,14286976,0x00da0080
MagicSpellbook,TELE_GROUP_KHAZARD,218,129,14286977,0x00da0081
MagicSpellbook,DREAM,218,130,14286978,0x00da0082
MagicSpellbook,STRING_JEWEL,218,131,14286979,0x00da0083
MagicSpellbook,REST_POT_SHARE,218,132,14286980,0x00da0084
MagicSpellbook,MAGIC_IMBUE,218,133,14286981,0x00da0085
MagicSpellbook,FERTILE_SOIL,218,134,14286982,0x00da0086
MagicSpellbook,STREN_POT_SHARE,218,135,14286983,0x00da0087
MagicSpellbook,TELE_FISH,218,136,14286984,0x00da0088
MagicSpellbook,TELE_GROUP_FISHING_GUILD,218,137,14286985,0x00da0089
MagicSpellbook,PLANK_MAKE,218,138,14286986,0x00da008a
MagicSpellbook,TELE_CATHER,218,139,14286987,0x00da008b
MagicSpellbook,TELE_GROUP_CATHERBY,218,140,14286988,0x00da008c
MagicSpellbook,RECHARGE_DRAGONSTONE,218,141,14286989,0x00da008d
MagicSpellbook,TELE_GHORROCK,218,142,14286990,0x00da008e
MagicSpellbook,TELE_GROUP_GHORROCK,218,143,14286991,0x00da008f
MagicSpellbook,ENERGY_TRANS,218,144,14286992,0x00da0090
MagicSpellbook,HEAL_OTHER,218,145,14286993,0x00da0091
MagicSpellbook,VENGEANCE_OTHER,218,146,14286994,0x00da0092
MagicSpellbook,VENGEANCE,218,147,14286995,0x00da0093
MagicSpellbook,HEAL_GROUP,218,148,14286996,0x00da0094
MagicSpellbook,SPELLBOOK_SWAP,218,149,14286997,0x00da0095
MagicSpellbook,GEOMANCY,218,150,14286998,0x00da0096
MagicSpellbook,SPIN_FLAX,218,151,14286999,0x00da0097
MagicSpellbook,OURANIA_TELEPORT,218,152,14287000,0x00da0098
MagicSpellbook,TELEPORT_HOME_ARCEUUS,218,153,14287001,0x00da0099
MagicSpellbook,REANIMATION_BASIC,218,154,14287002,0x00da009a
MagicSpellbook,TELEPORT_ARCEUUS_LIBRARY,218,155,14287003,0x00da009b
MagicSpellbook,REANIMATION_ADEPT,218,156,14287004,0x00da009c
MagicSpellbook,REANIMATION_EXPERT,218,157,14287005,0x00da009d
MagicSpellbook,REANIMATION_MASTER,218,158,14287006,0x00da009e
MagicSpellbook,TELEPORT_DRAYNOR_MANOR,218,159,14287007,0x00da009f
MagicSpellbook,NECROMANCY_DOG,218,160,14287008,0x00da00a0
MagicSpellbook,TELEPORT_MIND_ALTAR,218,161,14287009,0x00da00a1
MagicSpellbook,TELEPORT_RESPAWN,218,162,14287010,0x00da00a2
MagicSpellbook,TELEPORT_SALVE_GRAVEYARD,218,163,14287011,0x00da00a3
MagicSpellbook,TELEPORT_FENKENSTRAIN_CASTLE,218,164,14287012,0x00da00a4
MagicSpellbook,TELEPORT_WEST_ARDOUGNE,218,165,14287013,0x00da00a5
MagicSpellbook,TELEPORT_HARMONY_ISLAND,218,166,14287014,0x00da00a6
MagicSpellbook,TELEPORT_CEMETERY,218,167,14287015,0x00da00a7
MagicSpellbook,RESURRECT_CROPS,218,168,14287016,0x00da00a8
MagicSpellbook,TELEPORT_BARROWS,218,169,14287017,0x00da00a9
MagicSpellbook,TELEPORT_APE_ATOLL_DUNGEON,218,170,14287018,0x00da00aa
MagicSpellbook,TELEPORT_BATTLEFRONT,218,171,14287019,0x00da00ab
MagicSpellbook,INFERIOR_DEMONBANE,218,172,14287020,0x00da00ac
MagicSpellbook,SUPERIOR_DEMONBANE,218,173,14287021,0x00da00ad
MagicSpellbook,DARK_DEMONBANE,218,174,14287022,0x00da00ae
MagicSpellbook,MARK_OF_DARKNESS,218,175,14287023,0x00da00af
MagicSpellbook,GHOSTLY_GRASP,218,176,14287024,0x00da00b0
MagicSpellbook,SKELETAL_GRASP,218,177,14287025,0x00da00b1
MagicSpellbook,UNDEAD_GRASP,218,178,14287026,0x00da00b2
MagicSpellbook,WARD_OF_ARCEUUS,218,179,14287027,0x00da00b3
MagicSpellbook,LESSER_CORRUPTION,218,180,14287028,0x00da00b4
MagicSpellbook,GREATER_CORRUPTION,218,181,14287029,0x00da00b5
MagicSpellbook,DEMONIC_OFFERING,218,182,14287030,0x00da00b6
MagicSpellbook,SINISTER_OFFERING,218,183,14287031,0x00da00b7
MagicSpellbook,DEGRIME,218,184,14287032,0x00da00b8
MagicSpellbook,SHADOW_VEIL,218,185,14287033,0x00da00b9
MagicSpellbook,VILE_VIGOUR,218,186,14287034,0x00da00ba
MagicSpellbook,DARK_LURE,218,187,14287035,0x00da00bb
MagicSpellbook,DEATH_CHARGE,218,188,14287036,0x00da00bc
MagicSpellbook,RESURRECT_LESSER_GHOST,218,189,14287037,0x00da00bd
MagicSpellbook,RESURRECT_LESSER_SKELETON,218,190,14287038,0x00da00be
MagicSpellbook,RESURRECT_LESSER_ZOMBIE,218,191,14287039,0x00da00bf
MagicSpellbook,RESURRECT_SUPERIOR_GHOST,218,192,14287040,0x00da00c0
MagicSpellbook,RESURRECT_SUPERIOR_SKELETON,218,193,14287041,0x00da00c1
MagicSpellbook,RESURRECT_SUPERIOR_ZOMBIE,218,194,14287042,0x00da00c2
MagicSpellbook,RESURRECT_GREATER_GHOST,218,195,14287043,0x00da00c3
MagicSpellbook,RESURRECT_GREATER_SKELETON,218,196,14287044,0x00da00c4
MagicSpellbook,RESURRECT_GREATER_ZOMBIE,218,197,14287045,0x00da00c5
MagicSpellbook,MONSTER_INSPECT,218,198,14287046,0x00da00c6
MagicSpellbook,TRANSMUTE_UPGRADE,218,199,14287047,0x00da00c7
MagicSpellbook,TRANSMUTE_DOWNGRADE,218,200,14287048,0x00da00c8
MagicSpellbook,INFOLAYER,218,201,14287049,0x00da00c9
MagicSpellbook,INFOLAYER_GRAPHIC0,218,202,14287050,0x00da00ca
MagicSpellbook,FILTERMENU_CONTAINER,218,203,14287051,0x00da00cb
MagicSpellbook,FILTERMENU_CONTAINER_GRAPHIC0,218,204,14287052,0x00da00cc
MagicSpellbook,FILTERMENU_CONTAINER_TEXT1,218,205,14287053,0x00da00cd
MagicSpellbook,FILTERMENU,218,206,14287054,0x00da00ce
MagicSpellbook,BOTTOM,218,207,14287055,0x00da00cf
MagicSpellbook,INFOBUTTON,218,208,14287056,0x00da00d0
MagicSpellbook,FILTERBUTTON,218,209,14287057,0x00da00d1
MagicSpellbook,TOOLTIP,218,210,14287058,0x00da00d2
Chatmenu,UNIVERSE,219,0,14352384,0x00db0000
Chatmenu,OPTIONS,219,1,14352385,0x00db0001
Messagescroll,ROOT_MODEL0,220,0,14417920,0x00dc0000
Messagescroll,MESSCROLL1,220,1,14417921,0x00dc0001
Messagescroll,MESSCROLL2,220,2,14417922,0x00dc0002
Messagescroll,MESSCROLL3,220,3,14417923,0x00dc0003
Messagescroll,MESSCROLL4,220,4,14417924,0x00dc0004
Messagescroll,MESSCROLL5,220,5,14417925,0x00dc0005
Messagescroll,MESSCROLL6,220,6,14417926,0x00dc0006
Messagescroll,MESSCROLL7,220,7,14417927,0x00dc0007
Messagescroll,MESSCROLL8,220,8,14417928,0x00dc0008
Messagescroll,MESSCROLL9,220,9,14417929,0x00dc0009
Messagescroll,MESSCROLL10,220,10,14417930,0x00dc000a
Messagescroll,MESSCROLL11,220,11,14417931,0x00dc000b
Messagescroll,MESSCROLL12,220,12,14417932,0x00dc000c
Messagescroll,MESSCROLL13,220,13,14417933,0x00dc000d
Messagescroll,MESSCROLL14,220,14,14417934,0x00dc000e
Messagescroll,MESSCROLL15,220,15,14417935,0x00dc000f
Messagescroll,ROOT_GRAPHIC16,220,16,14417936,0x00dc0010
Messagescroll,MESSAGESCROLL_CLOSE_BUTTON_GRAPHIC0,220,17,14417937,0x00dc0011
Messagescroll,MESSAGESCROLL_CLOSE_BUTTON,220,18,14417938,0x00dc0012
Messagescroll2,MESSAGESCROLL2_CLOSE,221,0,14483456,0x00dd0000
Messagescroll2,ROOT_MODEL1,221,1,14483457,0x00dd0001
Messagescroll2,MS1,221,2,14483458,0x00dd0002
Messagescroll2,MS2,221,3,14483459,0x00dd0003
Messagescroll2,MS3,221,4,14483460,0x00dd0004
Messagescroll2,MS4,221,5,14483461,0x00dd0005
Messagescroll2,MS5,221,6,14483462,0x00dd0006
Messagescroll2,MS6,221,7,14483463,0x00dd0007
Messagescroll2,MS7,221,8,14483464,0x00dd0008
Messagescroll2,MS8,221,9,14483465,0x00dd0009
Messagescroll2,MS9,221,10,14483466,0x00dd000a
Messagescroll2,MS10,221,11,14483467,0x00dd000b
Messagescroll2,MS11,221,12,14483468,0x00dd000c
Messagescroll2,MS12,221,13,14483469,0x00dd000d
MessagescrollHandwriting,ROOT_MODEL0,222,0,14548992,0x00de0000
MessagescrollHandwriting,MESSAGESCROLL1_HW,222,1,14548993,0x00de0001
MessagescrollHandwriting,MESSAGESCROLL2_HW,222,2,14548994,0x00de0002
MessagescrollHandwriting,MESSAGESCROLL3_HW,222,3,14548995,0x00de0003
MessagescrollHandwriting,MESSAGESCROLL4_HW,222,4,14548996,0x00de0004
MessagescrollHandwriting,MESSAGESCROLL5_HW,222,5,14548997,0x00de0005
MessagescrollHandwriting,MESSAGESCROLL6_HW,222,6,14548998,0x00de0006
MessagescrollHandwriting,MESSAGESCROLL7_HW,222,7,14548999,0x00de0007
MessagescrollHandwriting,MESSAGESCROLL8_HW,222,8,14549000,0x00de0008
MessagescrollHandwriting,MESSAGESCROLL9_HW,222,9,14549001,0x00de0009
MessagescrollHandwriting,MESSAGESCROLL10_HW,222,10,14549002,0x00de000a
MessagescrollHandwriting,MESSAGESCROLL11_HW,222,11,14549003,0x00de000b
MessagescrollHandwriting,ROOT_GRAPHIC12,222,12,14549004,0x00de000c
MessagescrollHandwriting,MESSAGESCROLL_HANDWRITING_CLOSE_BUTTON_GRAPHIC0,222,13,14549005,0x00de000d
MessagescrollHandwriting,MESSAGESCROLL_HANDWRITING_CLOSE_BUTTON,222,14,14549006,0x00de000e
PengEmote,EMOTE_PAGE_ONE,223,0,14614528,0x00df0000
PengEmote,PENG_EMOTE_SHIVER,223,1,14614529,0x00df0001
PengEmote,PENG_EMOTE_SPIN,223,2,14614530,0x00df0002
PengEmote,PENG_EMOTE_CLAP,223,3,14614531,0x00df0003
PengEmote,PENG_EMOTE_BOW,223,4,14614532,0x00df0004
PengEmote,PENG_EMOTE_CHEER,223,5,14614533,0x00df0005
PengEmote,PENG_EMOTE_WAVE,223,6,14614534,0x00df0006
PengEmote,PENG_EMOTE_PREEN,223,7,14614535,0x00df0007
PengEmote,PENG_EMOTE_FLAP,223,8,14614536,0x00df0008
PengEmote,EMOTE_PAGE_ONE_8_8,223,9,14614537,0x00df0009
PengEmote,EMOTE_PAGE_ONE_8_9,223,10,14614538,0x00df000a
PengEmote,EMOTE_PAGE_ONE_8_10,223,11,14614539,0x00df000b
PengEmote,EMOTE_PAGE_ONE_8_11,223,12,14614540,0x00df000c
PengEmote,EMOTE_PAGE_ONE_8_12,223,13,14614541,0x00df000d
PengEmote,EMOTE_PAGE_ONE_8_13,223,14,14614542,0x00df000e
PengEmote,EMOTE_PAGE_ONE_8_14,223,15,14614543,0x00df000f
PengEmote,EMOTE_PAGE_ONE_8_15,223,16,14614544,0x00df0010
MiscShipjourney,ROOT_RECT0,224,0,14680064,0x00e00000
MiscShipjourney,ROOT_MODEL1,224,1,14680065,0x00e00001
MiscShipjourney,ROOT_TEXT2,224,2,14680066,0x00e00002
MiscShipjourney,ROOT_TEXT3,224,3,14680067,0x00e00003
MiscShipjourney,ROOT_TEXT4,224,4,14680068,0x00e00004
MiscShipjourney,ROOT_TEXT5,224,5,14680069,0x00e00005
MiscShipjourney,ROOT_TEXT6,224,6,14680070,0x00e00006
MiscShipjourney,MISC_SHIPMODEL,224,7,14680071,0x00e00007
MmMessage,ROOT_MODEL0,225,0,14745600,0x00e10000
MmMessage,MM_MSTITLE,225,1,14745601,0x00e10001
MmMessage,MM_MS1,225,2,14745602,0x00e10002
MmMessage,MM_MS2,225,3,14745603,0x00e10003
MmMessage,MM_MS3,225,4,14745604,0x00e10004
MmMessage,MM_MS4,225,5,14745605,0x00e10005
MmMessage,MM_MS5,225,6,14745606,0x00e10006
MmMessage,MM_MS6,225,7,14745607,0x00e10007
MmMessage,MM_MS7,225,8,14745608,0x00e10008
MmMessage,MM_MS8,225,9,14745609,0x00e10009
MmMessage,MM_MS9,225,10,14745610,0x00e1000a
MmMessage,MM_MS10,225,11,14745611,0x00e1000b
MmMessage,MM_MS11,225,12,14745612,0x00e1000c
MmMessage,ROOT_GRAPHIC13,225,13,14745613,0x00e1000d
MmMessage,MM_UPRIGHT,225,14,14745614,0x00e1000e
MmMessage,MM_MESSAGE_CLOSE_BUTTON,225,15,14745615,0x00e1000f
Deadmanprotect,UNIVERSE,226,0,14811136,0x00e20000
Deadmanprotect,FRAME,226,1,14811137,0x00e20001
Deadmanprotect,CONTENTS,226,2,14811138,0x00e20002
Deadmanprotect,INFORMATION_CONTAINER,226,3,14811139,0x00e20003
Deadmanprotect,INFORMATION_CONTAINER_RECT0,226,4,14811140,0x00e20004
Deadmanprotect,INFORMATION_CONTAINER_RECT1,226,5,14811141,0x00e20005
Deadmanprotect,TABS,226,6,14811142,0x00e20006
Deadmanprotect,INFORMATION,226,7,14811143,0x00e20007
Deadmanprotect,ITEMLOSS_CONTAINER,226,8,14811144,0x00e20008
Deadmanprotect,ITEMLOSS_CONTAINER_GRAPHIC0,226,9,14811145,0x00e20009
Deadmanprotect,ITEMLOSS_CONTAINER_TEXT1,226,10,14811146,0x00e2000a
Deadmanprotect,ITEMLOSS_CONTAINER_LINE2,226,11,14811147,0x00e2000b
Deadmanprotect,ITEMLOSS_LIST,226,12,14811148,0x00e2000c
DeadmanDelay,TEXT,228,0,14942208,0x00e40000
DeadmanDelay,HIDE_COUNT,228,1,14942209,0x00e40001
DeadmanDelay,COUNT,228,2,14942210,0x00e40002
DeadmanDelay,HIDE_CONTINUE,228,3,14942211,0x00e40003
DeadmanDelay,CONTINUE,228,4,14942212,0x00e40004
Messagebox,UNIVERSE,229,0,15007744,0x00e50000
Messagebox,SAFEZONE,229,1,15007745,0x00e50001
Messagebox,CONTENT,229,2,15007746,0x00e50002
Messagebox,TEXT,229,3,15007747,0x00e50003
Messagebox,CONTINUE,229,4,15007748,0x00e50004
DeadmanSafebox,UNIVERSE,230,0,15073280,0x00e60000
DeadmanSafebox,CONTAINER,230,1,15073281,0x00e60001
DeadmanSafebox,DROPSHADOW,230,2,15073282,0x00e60002
DeadmanSafebox,CONTENTS,230,3,15073283,0x00e60003
DeadmanSafebox,FRAME,230,4,15073284,0x00e60004
DeadmanSafebox,ITEMS,230,5,15073285,0x00e60005
DeadmanSafebox,DIVIDER_H1,230,6,15073286,0x00e60006
DeadmanSafebox,DIVIDER_H2,230,7,15073287,0x00e60007
DeadmanSafebox,DIVIDER_H3,230,8,15073288,0x00e60008
DeadmanSafebox,DEPOSITINV,230,9,15073289,0x00e60009
DeadmanSafebox,DEPOSITINV_GRAPHIC,230,10,15073290,0x00e6000a
DeadmanSafebox,DEPOSITWORN,230,11,15073291,0x00e6000b
DeadmanSafebox,DEPOSITWORN_GRAPHIC,230,12,15073292,0x00e6000c
DeadmanSafebox,COUNT,230,13,15073293,0x00e6000d
DeadmanSafebox,COUNTLINE1,230,14,15073294,0x00e6000e
DeadmanSafebox,COUNTLINE2,230,15,15073295,0x00e6000f
DeadmanSafebox,COUNTMAX,230,16,15073296,0x00e60010
ChatLeft,UNIVERSE,231,0,15138816,0x00e70000
ChatLeft,SAFEZONE,231,1,15138817,0x00e70001
ChatLeft,HEAD,231,2,15138818,0x00e70002
ChatLeft,CONTENT,231,3,15138819,0x00e70003
ChatLeft,NAME,231,4,15138820,0x00e70004
ChatLeft,CONTINUE,231,5,15138821,0x00e70005
ChatLeft,TEXT,231,6,15138822,0x00e70006
DeadmanSafeboxSide,UNIVERSE,232,0,15204352,0x00e80000
DeadmanSafeboxSide,ITEMS_CONTAINER,232,1,15204353,0x00e80001
DeadmanSafeboxSide,ITEMS,232,2,15204354,0x00e80002
LevelupDisplay,UNIVERSE,233,0,15269888,0x00e90000
LevelupDisplay,TEXT1,233,1,15269889,0x00e90001
LevelupDisplay,TEXT2,233,2,15269890,0x00e90002
LevelupDisplay,CONTINUE,233,3,15269891,0x00e90003
LevelupDisplay,AGILITY,233,4,15269892,0x00e90004
LevelupDisplay,AGILITY_MODEL0,233,5,15269893,0x00e90005
LevelupDisplay,ATTACK,233,6,15269894,0x00e90006
LevelupDisplay,ATTACK_MODEL0,233,7,15269895,0x00e90007
LevelupDisplay,ATTACK_MODEL1,233,8,15269896,0x00e90008
LevelupDisplay,CONSTRUCTION,233,9,15269897,0x00e90009
LevelupDisplay,CONSTRUCTION_MODEL0,233,10,15269898,0x00e9000a
LevelupDisplay,CONSTRUCTION_MODEL1,233,11,15269899,0x00e9000b
LevelupDisplay,COOKING,233,12,15269900,0x00e9000c
LevelupDisplay,COOKING_MODEL0,233,13,15269901,0x00e9000d
LevelupDisplay,CRAFTING,233,14,15269902,0x00e9000e
LevelupDisplay,CRAFTING_MODEL0,233,15,15269903,0x00e9000f
LevelupDisplay,CRAFTING_MODEL1,233,16,15269904,0x00e90010
LevelupDisplay,DEFENCE,233,17,15269905,0x00e90011
LevelupDisplay,DEFENCE_MODEL0,233,18,15269906,0x00e90012
LevelupDisplay,FARMING,233,19,15269907,0x00e90013
LevelupDisplay,FARMING_MODEL0,233,20,15269908,0x00e90014
LevelupDisplay,FIREMAKING,233,21,15269909,0x00e90015
LevelupDisplay,FIREMAKING_MODEL0,233,22,15269910,0x00e90016
LevelupDisplay,FISHING,233,23,15269911,0x00e90017
LevelupDisplay,FISHING_MODEL0,233,24,15269912,0x00e90018
LevelupDisplay,FLETCHING,233,25,15269913,0x00e90019
LevelupDisplay,FLETCHING_MODEL0,233,26,15269914,0x00e9001a
LevelupDisplay,FLETCHING_MODEL1,233,27,15269915,0x00e9001b
LevelupDisplay,HERBLORE,233,28,15269916,0x00e9001c
LevelupDisplay,HERBLORE_MODEL0,233,29,15269917,0x00e9001d
LevelupDisplay,HITPOINTS,233,30,15269918,0x00e9001e
LevelupDisplay,HITPOINTS_MODEL0,233,31,15269919,0x00e9001f
LevelupDisplay,HUNTER,233,32,15269920,0x00e90020
LevelupDisplay,HUNTER_MODEL0,233,33,15269921,0x00e90021
LevelupDisplay,MAGIC,233,34,15269922,0x00e90022
LevelupDisplay,MAGIC_MODEL0,233,35,15269923,0x00e90023
LevelupDisplay,MINING,233,36,15269924,0x00e90024
LevelupDisplay,MINING_MODEL0,233,37,15269925,0x00e90025
LevelupDisplay,PRAYER,233,38,15269926,0x00e90026
LevelupDisplay,PRAYER_MODEL0,233,39,15269927,0x00e90027
LevelupDisplay,RANGED,233,40,15269928,0x00e90028
LevelupDisplay,RANGED_MODEL0,233,41,15269929,0x00e90029
LevelupDisplay,RANGED_MODEL1,233,42,15269930,0x00e9002a
LevelupDisplay,RUNECRAFT,233,43,15269931,0x00e9002b
LevelupDisplay,RUNECRAFT_MODEL0,233,44,15269932,0x00e9002c
LevelupDisplay,SLAYER,233,45,15269933,0x00e9002d
LevelupDisplay,SLAYER_MODEL0,233,46,15269934,0x00e9002e
LevelupDisplay,SMITHING,233,47,15269935,0x00e9002f
LevelupDisplay,SMITHING_MODEL0,233,48,15269936,0x00e90030
LevelupDisplay,STRENGTH,233,49,15269937,0x00e90031
LevelupDisplay,STRENGTH_MODEL0,233,50,15269938,0x00e90032
LevelupDisplay,THIEVING,233,51,15269939,0x00e90033
LevelupDisplay,THIEVING_MODEL0,233,52,15269940,0x00e90034
LevelupDisplay,WOODCUTTING,233,53,15269941,0x00e90035
LevelupDisplay,WOODCUTTING_MODEL0,233,54,15269942,0x00e90036
LevelupDisplay,COMBAT,233,55,15269943,0x00e90037
LevelupDisplay,COMBAT_MODEL0,233,56,15269944,0x00e90038
LevelupDisplay,SAILING,233,57,15269945,0x00e90039
LevelupDisplay,SAILING_MODEL0,233,58,15269946,0x00e9003a
Deadmanloot,UNIVERSE,234,0,15335424,0x00ea0000
Deadmanloot,DROPSHADOW,234,1,15335425,0x00ea0001
Deadmanloot,CONTENTS,234,2,15335426,0x00ea0002
Deadmanloot,CONFIRM_LAYER,234,3,15335427,0x00ea0003
Deadmanloot,GREYOUT,234,4,15335428,0x00ea0004
Deadmanloot,CONFIRM_TITLE,234,5,15335429,0x00ea0005
Deadmanloot,CONFIRM_BODY,234,6,15335430,0x00ea0006
Deadmanloot,CONFIRM_BUTTONS,234,7,15335431,0x00ea0007
Deadmanloot,DESTROY_CONFIRM,234,8,15335432,0x00ea0008
Deadmanloot,DESTROY_CANCEL,234,9,15335433,0x00ea0009
Deadmanloot,DESTROY_CONFIRM_TEXT,234,10,15335434,0x00ea000a
Deadmanloot,DESTROY_CANCEL_TEXT,234,11,15335435,0x00ea000b
Deadmanloot,FRAME,234,12,15335436,0x00ea000c
Deadmanloot,TAB_DIVIDER,234,13,15335437,0x00ea000d
Deadmanloot,TABS,234,14,15335438,0x00ea000e
Deadmanloot,ITEMS,234,15,15335439,0x00ea000f
Deadmanloot,ITEMS_EMPTY,234,16,15335440,0x00ea0010
Deadmanloot,ITEMS_EMPTY_TEXT,234,17,15335441,0x00ea0011
Deadmanloot,DIVIDER_H1,234,18,15335442,0x00ea0012
Deadmanloot,DIVIDER_H2,234,19,15335443,0x00ea0013
Deadmanloot,DIVIDER_H3,234,20,15335444,0x00ea0014
Deadmanloot,DESTROY_LAYER,234,21,15335445,0x00ea0015
Deadmanloot,DESTROY,234,22,15335446,0x00ea0016
Deadmanloot,DESTROY_GRAPHIC,234,23,15335447,0x00ea0017
Deadmanloot,DESTROY_DIVIDER,234,24,15335448,0x00ea0018
Deadmanloot,WITHDRAW_AS,234,25,15335449,0x00ea0019
Deadmanloot,WITHDRAWITEM,234,26,15335450,0x00ea001a
Deadmanloot,WITHDRAWITEMGFX1,234,27,15335451,0x00ea001b
Deadmanloot,WITHDRAWITEMGFX2,234,28,15335452,0x00ea001c
Deadmanloot,WITHDRAWITEMGFX3,234,29,15335453,0x00ea001d
Deadmanloot,WITHDRAWITEM_TEXT,234,30,15335454,0x00ea001e
Deadmanloot,WITHDRAWNOTE,234,31,15335455,0x00ea001f
Deadmanloot,WITHDRAWNOTEGFX1,234,32,15335456,0x00ea0020
Deadmanloot,WITHDRAWNOTEGFX2,234,33,15335457,0x00ea0021
Deadmanloot,WITHDRAWNOTEGFX3,234,34,15335458,0x00ea0022
Deadmanloot,WITHDRAWNOTE_TEXT,234,35,15335459,0x00ea0023
Deadmanloot,WITHDRAWINV_LAYER,234,36,15335460,0x00ea0024
Deadmanloot,WITHDRAWINV,234,37,15335461,0x00ea0025
Deadmanloot,WITHDRAWINV_GRAPHIC,234,38,15335462,0x00ea0026
Deadmanloot,WITHDRAW_DIVIDER,234,39,15335463,0x00ea0027
Deadmanloot,OCCUPIEDSLOTS,234,40,15335464,0x00ea0028
Deadmanloot,OCCUPIED_DIVIDER,234,41,15335465,0x00ea0029
Deadmanloot,CAPACITY,234,42,15335466,0x00ea002a
Deadmanloot,WITHDRAWBANK_LAYER,234,43,15335467,0x00ea002b
Deadmanloot,WITHDRAWBANK,234,44,15335468,0x00ea002c
Deadmanloot,WITHDRAWBANK_GRAPHIC,234,45,15335469,0x00ea002d
Deadmanloot,CONTROLS_GREYOUT_LAYER,234,46,15335470,0x00ea002e
Deadmanloot,CONTROLS_GREYOUT,234,47,15335471,0x00ea002f
HosidiusServeryHud,UNIVERSE,235,0,15400960,0x00eb0000
HosidiusServeryHud,DODGER,235,1,15400961,0x00eb0001
HosidiusServeryHud,CONTENT,235,2,15400962,0x00eb0002
HosidiusServeryHud,CONTENT_GRAPHIC0,235,3,15400963,0x00eb0003
HosidiusServeryHud,MEATPIE_CONTAINER,235,4,15400964,0x00eb0004
HosidiusServeryHud,MEATPIE_CONTAINER_RECT0,235,5,15400965,0x00eb0005
HosidiusServeryHud,MEATPIE_BAR,235,6,15400966,0x00eb0006
HosidiusServeryHud,CONTENT_GRAPHIC2,235,7,15400967,0x00eb0007
HosidiusServeryHud,PINEAPPLEPIZZA_CONTAINER,235,8,15400968,0x00eb0008
HosidiusServeryHud,PINEAPPLEPIZZA_CONTAINER_RECT0,235,9,15400969,0x00eb0009
HosidiusServeryHud,PINEAPPLEPIZZA_BAR,235,10,15400970,0x00eb000a
HosidiusServeryHud,CONTENT_GRAPHIC4,235,11,15400971,0x00eb000b
HosidiusServeryHud,STEW_CONTAINER,235,12,15400972,0x00eb000c
HosidiusServeryHud,STEW_CONTAINER_RECT0,235,13,15400973,0x00eb000d
HosidiusServeryHud,STEW_BAR,235,14,15400974,0x00eb000e
HosidiusServeryHud,TOOLTIP,235,15,15400975,0x00eb000f
SlayerTaskChoice,INFINITY,236,0,15466496,0x00ec0000
SlayerTaskChoice,UNIVERSE,236,1,15466497,0x00ec0001
SlayerTaskChoice,FRAME,236,2,15466498,0x00ec0002
SlayerTaskChoice,CONTENT,236,3,15466499,0x00ec0003
SlayerTaskChoice,CLOSE_BUTTON,236,4,15466500,0x00ec0004
GePricelist,UNIVERSE,237,0,15532032,0x00ed0000
GePricelist,FRAME,237,1,15532033,0x00ed0001
GePricelist,LIST,237,2,15532034,0x00ed0002
GePricelist,SCROLLBAR,237,3,15532035,0x00ed0003
GePricelist,DISPLAYMODE,237,4,15532036,0x00ed0004
GePricecheckerSide,ITEMS,238,0,15597568,0x00ee0000
Music,UNIVERSE,239,0,15663104,0x00ef0000
Music,CONTENTS,239,1,15663105,0x00ef0001
Music,NOW_PLAYING,239,2,15663106,0x00ef0002
Music,NOW_PLAYING_TITLE,239,3,15663107,0x00ef0003
Music,NOW_PLAYING_TEXT,239,4,15663108,0x00ef0004
Music,COUNT,239,5,15663109,0x00ef0005
Music,FRAME,239,6,15663110,0x00ef0006
Music,BACKGROUND,239,7,15663111,0x00ef0007
Music,INNER,239,8,15663112,0x00ef0008
Music,SCROLLABLE,239,9,15663113,0x00ef0009
Music,OVERLAY,239,10,15663114,0x00ef000a
Music,JUKEBOX,239,11,15663115,0x00ef000b
Music,SCROLLBAR,239,12,15663116,0x00ef000c
Music,CONTROLS,239,13,15663117,0x00ef000d
Music,AREA,239,14,15663118,0x00ef000e
Music,SHUFFLE,239,15,15663119,0x00ef000f
Music,SINGLE,239,16,15663120,0x00ef0010
Music,SKIP,239,17,15663121,0x00ef0011
Music,PLAYLIST,239,18,15663122,0x00ef0012
Music,DROPDOWN_CONTAINER,239,19,15663123,0x00ef0013
Music,DROPDOWN,239,20,15663124,0x00ef0014
Music,DROPDOWN_CONTENT,239,21,15663125,0x00ef0015
Music,DROPDOWN_SCROLLBAR,239,22,15663126,0x00ef0016
