id,name,runelite_const,config_name,combat_level,size,on_minimap,is_follower,ops,stat_attack,stat_defence,stat_strength,stat_hitpoints,stat_ranged,stat_magic,varbit_id,varp_id,multi_children,category,params
5784,Light creature,TOG_LIGHT_CREATURE_CARRYING,tog_light_creature_carrying,0,3,1,0,,1,1,1,1,1,1,,,,0,
5785,Juna,TOG_JUNA_DUMMY,tog_juna_dummy,0,1,1,0,,1,1,1,1,1,1,,,,0,
5786,Simon Templeton,AGILITY_PYRAMID_SIMON,agility_pyramid_simon,0,1,1,0,Talk-to,1,1,1,7,1,1,,,,0,
5787,Pyramid block,AGILITY_PYRAMID_PENNY_WATERFALL_NPC_NORTH,agility_pyramid_penny_waterfall_npc_north,0,2,0,0,,1,1,1,1,1,1,,,,0,
5788,Pyramid block,AGILITY_PYRAMID_PENNY_WATERFALL_NPC_EAST,agility_pyramid_penny_waterfall_npc_east,0,2,0,0,,1,1,1,1,1,1,,,,0,
5789,Cap'n Izzy No-Beard,AGILITYARENA_CLERK,agilityarena_clerk,0,1,1,0,Talk-to|Pay,1,1,1,1,1,1,,,,0,
5790,Raulyn,SLAYER_TOWER_DUNGEON_GHOST,slayer_tower_dungeon_ghost,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5791,Giant bat,AGILITYARENA_NON_COMBAT_BAT,agilityarena_non_combat_bat,0,2,0,0,,1,1,1,1,1,1,,,,296,
5792,Party Pete,PARTYROOM_PETE,partyroom_pete,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5793,Knight,PARTYROOM_KNIGHT,partyroom_knight,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5794,Megan,PARTYROOM_BARMAID,partyroom_barmaid,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5795,Lucy,PARTYROOM_BARMAID2,partyroom_barmaid2,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5796,Winter Elemental,_100_OSMAN_WINTER_ELEMENTAL_1,100_osman_winter_elemental_1,0,1,1,0,,1,1,1,1,1,1,,,,707,
5797,Winter Elemental,_100_OSMAN_WINTER_ELEMENTAL_2,100_osman_winter_elemental_2,0,1,1,0,,1,1,1,1,1,1,,,,707,
5798,Winter Elemental,_100_OSMAN_WINTER_ELEMENTAL_3,100_osman_winter_elemental_3,0,1,1,0,,1,1,1,1,1,1,,,,707,
5799,Winter Elemental,_100_OSMAN_WINTER_ELEMENTAL_4,100_osman_winter_elemental_4,0,1,1,0,,1,1,1,1,1,1,,,,707,
5800,Winter Elemental,_100_OSMAN_WINTER_ELEMENTAL_5,100_osman_winter_elemental_5,0,1,1,0,,1,1,1,1,1,1,,,,707,
5801,Winter Elemental,_100_OSMAN_WINTER_ELEMENTAL_6,100_osman_winter_elemental_6,0,1,1,0,,1,1,1,1,1,1,,,,707,
5802,Autumn Elemental,_100_OSMAN_AUTUMN_ELEMENTAL_1,100_osman_autumn_elemental_1,0,1,1,0,,1,1,1,1,1,1,,,,708,
5803,Autumn Elemental,_100_OSMAN_AUTUMN_ELEMENTAL_2,100_osman_autumn_elemental_2,0,1,1,0,,1,1,1,1,1,1,,,,708,
5804,Autumn Elemental,_100_OSMAN_AUTUMN_ELEMENTAL_3,100_osman_autumn_elemental_3,0,1,1,0,,1,1,1,1,1,1,,,,708,
5805,Autumn Elemental,_100_OSMAN_AUTUMN_ELEMENTAL_4,100_osman_autumn_elemental_4,0,1,1,0,,1,1,1,1,1,1,,,,708,
5806,Autumn Elemental,_100_OSMAN_AUTUMN_ELEMENTAL_5,100_osman_autumn_elemental_5,0,1,1,0,,1,1,1,1,1,1,,,,708,
5807,Autumn Elemental,_100_OSMAN_AUTUMN_ELEMENTAL_6,100_osman_autumn_elemental_6,0,1,1,0,,1,1,1,1,1,1,,,,708,
5808,Reacher,TEST_SILLYSCROLL,test_sillyscroll,0,1,0,0,,1,1,1,1,1,1,,,,0,
5809,Tanner,TANNER,tanner,0,1,1,0,Talk-to|Trade,1,1,1,1,1,1,,,,0,
5810,Master Crafter,MASTER_CRAFTER,master_crafter,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5811,Master Crafter,MASTER_CRAFTER_2,master_crafter_2,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5812,Master Crafter,MASTER_CRAFTER_3,master_crafter_3,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5813,Miner,MOTHERLODE_MINER_11,motherlode_miner_11,0,1,1,0,,1,1,1,1,1,1,,,,752,
5814,Miner,MOTHERLODE_MINER_12,motherlode_miner_12,0,1,1,0,,1,1,1,1,1,1,,,,752,
5815,Bert,HANDSAND_BERT_1OP,handsand_bert_1op,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5816,Yak,YAK,yak,22,2,1,0,Attack,20,1,10,50,1,1,,,,365,"{""26"":2}"
5817,<col=00ffff>Iceberg</col>,FRIS_ICE_CHUNK_ONE,fris_ice_chunk_one,0,1,0,0,,1,1,1,1,1,1,,,,0,"{""2312"":10}"
5818,<col=00ffff>Iceberg</col>,FRIS_ICE_CHUNK_TWO,fris_ice_chunk_two,0,2,0,0,,1,1,1,1,1,1,,,,0,"{""2312"":10}"
5819,Bert,HANDSAND_BERT_2OPS,handsand_bert_2ops,0,1,1,0,Talk-to|Sand,1,1,1,1,1,1,,,,0,
5820,Fishing spot,_0_37_59_LOBSTER,0_37_59_lobster,0,1,0,0,Cage|Harpoon,1,1,1,1,1,1,,,,281,
5821,Fishing spot,_0_37_59_TUNA,0_37_59_tuna,0,1,0,0,Net|Harpoon,1,1,1,1,1,1,,,,282,
5822,Ice Troll King,FRIS_TROLL_KING_TRUE,fris_troll_king_true,122,2,1,0,Attack,100,80,100,150,1,1,,,,309,"{""50"":18,""5"":45,""6"":45,""7"":45,""8"":2000,""26"":2,""10"":60}"
5823,Frenzied ice troll runt,FRIS_BABY_TROLL_LOWXP,fris_baby_troll_lowxp,74,1,1,0,Attack,60,70,70,60,1,1,,,,309,"{""5"":30,""6"":60,""7"":30,""26"":2,""10"":60,""46"":532}"
5824,Frenzied ice troll male,FRIS_TROLLM_LOWXP,fris_trollm_lowxp,82,1,1,0,Attack,80,40,80,80,1,1,,,,309,"{""5"":30,""6"":60,""7"":30,""26"":2,""10"":60,""46"":532}"
5825,Frenzied ice troll female,FRIS_TROLLF_LOWXP,fris_trollf_lowxp,82,1,1,0,Attack,80,40,80,80,1,1,,,,309,"{""5"":30,""6"":60,""7"":30,""26"":2,""10"":60,""46"":532}"
5826,Frenzied ice troll grunt,FRIS_TROLL_BODYGUARD_LOWXP,fris_troll_bodyguard_lowxp,102,1,1,0,Attack,100,60,100,90,1,1,,,,309,"{""5"":30,""6"":60,""7"":30,""26"":2,""10"":60,""46"":532}"
5827,Bork Sigmundson,FRISB_N_PHY,frisb_n_phy,0,1,1,0,Talk-to|Request-supplies,1,1,1,1,1,1,,,,341,
5828,Ice troll runt,FRIS_BABY_TROLL_PC,fris_baby_troll_pc,74,1,1,0,Attack,60,70,70,60,1,1,,,,309,"{""50"":18,""5"":30,""6"":60,""7"":30,""26"":2,""10"":60,""46"":532}"
5829,Ice troll male,FRIS_TROLLM_PC,fris_trollm_pc,82,1,1,0,Attack,80,40,80,80,1,1,,,,309,"{""50"":18,""5"":30,""6"":60,""7"":30,""26"":2,""10"":60,""46"":532}"
5830,Ice troll female,FRIS_TROLLF_PC,fris_trollf_pc,82,1,1,0,Attack,80,40,80,80,1,1,,,,414,"{""50"":18,""5"":30,""6"":60,""7"":30,""26"":2,""10"":60,""46"":532}"
5831,Ice troll grunt,FRIS_TROLL_BODYGUARD_PC,fris_troll_bodyguard_pc,100,1,1,0,Attack,100,60,100,80,1,1,,,,309,"{""50"":18,""5"":30,""6"":60,""7"":30,""26"":2,""10"":60,""46"":532}"
5832,Martin the Master Gardener,MARTIN_THE_MASTER_FARMER,martin_the_master_farmer,0,1,1,0,Talk-to|Pickpocket,1,1,1,1,1,1,,,,641,
5833,Frog,FAIRY_FROG,fairy_frog,0,1,1,0,,1,1,1,1,1,1,,,,709,
5834,Storm cloud,FAIRY_STORMCLOUD_NON_ATTACKING,fairy_stormcloud_non_attacking,0,3,0,0,,1,1,1,1,1,1,,,,709,
5835,Co-ordinator,FAIRY_COORDINATOR,fairy_coordinator,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5836,Fairy Nuff,FAIRY_NUFF,fairy_nuff,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5837,Fairy Godfather,FAIRY_GODFATHER,fairy_godfather,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5838,Slim Louie,FAIRY_HENCHMAN1,fairy_henchman1,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5839,Fat Rocco,FAIRY_HENCHMAN2,fairy_henchman2,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5840,Gatekeeper,FAIRY_MINDSLAYER,fairy_mindslayer,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5841,Zandar Horfyre,ZANDAR_HORFYRE,zandar_horfyre,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5842,Cow,FAIRY_COW,fairy_cow,2,2,1,0,Talk-to|Attack,1,1,1,8,1,1,,,,365,"{""50"":6,""5"":-21,""6"":-21,""7"":-21,""8"":-21,""26"":2,""10"":-15}"
5843,Sheep,FAIRY_SHEEP,fairy_sheep,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,710,
5844,Sheep,FAIRY_SHEEP2,fairy_sheep2,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,710,
5845,Sheep,FAIRY_SHEEPSHEERED,fairy_sheepsheered,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,711,
5846,Sheep,FAIRY_SHEEPSHEERED2,fairy_sheepsheered2,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,711,
5847,Zanaris choir,FAIRY_GREEK_CHOIR,fairy_greek_choir,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,709,
5848,Tanglefoot,FAIRY_TANGLEFOOT,fairy_tanglefoot,111,1,1,0,Attack,97,91,97,102,1,1,,,,712,"{""26"":1,""46"":6020}"
5849,null,FAIRY_QUEEN_MULTI,fairy_queen_multi,1,1,1,0,,1,1,1,1,1,1,1807,,"[1161,-1]",0,
5850,null,FAIRY_GODFATHER_MULTI,fairy_godfather_multi,1,1,1,0,,1,1,1,1,1,1,1808,,"[-1,5837,1840,-1]",0,
5851,null,FAIRY_HENCHMAN1_MULTI,fairy_henchman1_multi,1,1,1,0,,1,1,1,1,1,1,1808,,"[-1,5838,5838,-1]",0,
5852,null,FAIRY_HENCHMAN2_MULTI,fairy_henchman2_multi,1,1,1,0,,1,1,1,1,1,1,1808,,"[-1,5839,5839,-1]",0,
5853,Baby tanglefoot,FAIRY_TANGLEFOOT_SML1,fairy_tanglefoot_sml1,45,1,1,0,Attack,40,40,38,40,1,1,,,,714,"{""26"":1,""46"":6020}"
5854,Baby tanglefoot,FAIRY_TANGLEFOOT_SML2,fairy_tanglefoot_sml2,45,1,1,0,Attack,40,40,38,40,1,1,,,,714,"{""26"":1,""46"":6020}"
5855,Gatekeeper,FAIRY_MINDSLAYER_GUARD,fairy_mindslayer_guard,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5856,Fairy chef,FAIRY_CHEF,fairy_chef,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5857,null,PROTESTER_GHOSTSPEAK_MULTI,protester_ghostspeak_multi,0,1,1,0,Talk-to,1,1,1,1,1,1,3732,,"[2987,-1]",278,
5858,null,PROTESTER_STANDARDSPEAK_MULTI,protester_standardspeak_multi,0,1,1,0,Talk-to,1,1,1,1,1,1,3732,,"[-1,2987,-1]",278,
5859,null,AHOY_AKHARANU_MULTI,ahoy_akharanu_multi,1,1,1,0,,1,1,1,1,1,1,217,,"[-1,-1,-1,-1,2989,2989,2989,2989,2989,-1]",0,
5860,,KALPHITE_HEROHANDLER,kalphite_herohandler,0,1,0,0,,1,1,1,1,1,1,,,,0,
5861,,VETION_HEROHANDLER,vetion_herohandler,0,1,0,0,,1,1,1,510,1,1,,,,0,"{""50"":11}"
5862,Cerberus,CERBERUS_ATTACKING,cerberus_attacking,318,5,1,0,Attack,220,100,220,600,220,220,,,,871,"{""1361"":2,""50"":31,""3"":50,""4"":50,""5"":50,""6"":100,""7"":25,""8"":65,""26"":0,""46"":25778,""14"":6}"
5863,Cerberus,CERBERUS_SITTING,cerberus_sitting,318,5,1,0,,220,100,220,600,220,220,,,,871,"{""1361"":2,""3"":50,""4"":50,""5"":50,""6"":100,""7"":25,""8"":65,""26"":0,""46"":25778,""14"":6}"
5864,Captain Ned,NED_1OP,ned_1op,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5865,null,DRAGONSLAYER_NED_ON_CRANDOR,dragonslayer_ned_on_crandor,1,1,1,0,,1,1,1,1,1,1,,176,"[-1,-1,-1,-1,-1,-1,-1,-1,5864,5864,5864,-1]",0,
5866,Cerberus,CERBERUS_RESETTING,cerberus_resetting,318,5,1,0,,220,100,220,600,220,220,,,,871,"{""1361"":2,""3"":50,""4"":50,""5"":50,""6"":100,""7"":25,""8"":65,""26"":0,""46"":25778}"
5867,Summoned Soul,CERBERUS_SPECTRE_RANGED,cerberus_spectre_ranged,96,1,1,0,,1,90,1,90,105,1,,,,872,"{""5"":20,""6"":20,""7"":20,""26"":5}"
5868,Summoned Soul,CERBERUS_SPECTRE_MAGIC,cerberus_spectre_magic,96,1,1,0,,1,90,1,90,1,105,,,,872,"{""5"":20,""6"":20,""7"":20,""26"":5}"
5869,Summoned Soul,CERBERUS_SPECTRE_MELEE,cerberus_spectre_melee,79,1,1,0,,105,90,1,90,1,1,,,,872,"{""5"":20,""6"":20,""7"":20,""26"":5}"
5870,Patchy,PATCHY_THE_PIRATE,patchy_the_pirate,0,1,1,0,Talk-to|Sew,1,1,1,1,1,1,,,,0,
5871,King Arthur,KR_ARTHUR_RESTORATION,kr_arthur_restoration,0,1,1,0,,1,1,1,1,1,1,,,,0,
5872,Baby green dragon,BABYGREENDRAGON2,babygreendragon2,48,2,1,0,Attack,40,40,40,50,1,1,,,,361,"{""50"":24,""5"":0,""6"":50,""7"":50,""8"":40,""26"":1,""46"":534,""190"":1}"
5873,Baby green dragon,BABYGREENDRAGON3,babygreendragon3,48,2,1,0,Attack,40,40,40,50,1,1,,,,361,"{""50"":24,""5"":0,""6"":50,""7"":50,""8"":40,""26"":1,""46"":534,""190"":1}"
5874,Black demon,BLACK_DEMON_STRONGHOLDCAVE_2,black_demon_strongholdcave_2,172,3,1,0,Attack,145,152,148,157,1,1,,,,275,"{""50"":30,""8"":-10,""26"":1,""46"":25772}"
5875,Black demon,BLACK_DEMON_STRONGHOLDCAVE_3,black_demon_strongholdcave_3,172,3,1,0,Attack,145,152,148,157,1,1,,,,275,"{""50"":30,""8"":-10,""26"":1,""46"":25772}"
5876,Black demon,BLACK_DEMON_STRONGHOLDCAVE_4,black_demon_strongholdcave_4,172,3,1,0,Attack,145,152,148,157,1,1,,,,275,"{""50"":30,""8"":-10,""26"":1,""46"":25772}"
5877,Black demon,BLACK_DEMON_STRONGHOLDCAVE_5,black_demon_strongholdcave_5,172,3,1,0,Attack,145,152,148,157,1,1,,,,275,"{""50"":30,""8"":-10,""26"":1,""46"":25772}"
5878,Blue dragon,BLUE_DRAGON_STRONGHOLDCAVE_1,blue_dragon_strongholdcave_1,111,4,1,0,Attack,95,95,95,105,1,1,,,,347,"{""50"":25,""5"":0,""6"":70,""7"":70,""8"":60,""26"":1,""46"":536,""190"":1}"
5879,Blue dragon,BLUE_DRAGON_STRONGHOLDCAVE_2,blue_dragon_strongholdcave_2,111,4,1,0,Attack,95,95,95,105,1,1,,,,347,"{""50"":25,""5"":0,""6"":70,""7"":70,""8"":60,""26"":1,""46"":536,""190"":1}"
5880,Blue dragon,BLUE_DRAGON_STRONGHOLDCAVE_3,blue_dragon_strongholdcave_3,111,4,1,0,Attack,95,95,95,105,1,1,,,,347,"{""50"":25,""5"":0,""6"":70,""7"":70,""8"":60,""26"":1,""46"":536,""190"":1}"
5881,Blue dragon,BLUE_DRAGON_STRONGHOLDCAVE_4,blue_dragon_strongholdcave_4,111,4,1,0,Attack,95,95,95,105,1,1,,,,347,"{""50"":25,""5"":0,""6"":70,""7"":70,""8"":60,""26"":1,""46"":536,""190"":1}"
5882,Blue dragon,BLUE_DRAGON_STRONGHOLDCAVE_5,blue_dragon_strongholdcave_5,111,4,1,0,Attack,95,95,95,105,1,1,,,,347,"{""50"":25,""5"":0,""6"":70,""7"":70,""8"":60,""26"":1,""46"":536,""190"":1}"
5883,Abyssal orphan,POH_ABYSSALSIRE_PET,poh_abyssalsire_pet,0,1,0,0,Talk-to|Pick-up,1,1,1,1,1,1,,,,764,
5884,Abyssal orphan,ABYSSALSIRE_PET,abyssalsire_pet,0,1,0,1,Talk-to|Pick-up,1,1,1,1,1,1,,,,0,
5885,null,BOND_JAMES_BOND,bond_james_bond,0,1,1,0,,1,1,1,1,1,1,6707,,"[8193,-1]",0,
5886,Abyssal Sire,ABYSSALSIRE_SIRE_STASIS_SLEEPING,abyssalsire_sire_stasis_sleeping,350,6,1,0,Attack,180,250,136,425,1,200,,,,874,"{""1361"":2,""50"":42,""5"":40,""6"":60,""7"":50,""8"":20,""26"":0,""14"":7,""46"":25775}"
5887,Abyssal Sire,ABYSSALSIRE_SIRE_STASIS_AWAKE,abyssalsire_sire_stasis_awake,350,6,1,0,Attack,180,250,136,425,1,200,,,,874,"{""1361"":2,""50"":42,""5"":40,""6"":60,""7"":50,""8"":20,""26"":0,""14"":7,""46"":25775}"
5888,Abyssal Sire,ABYSSALSIRE_SIRE_STASIS_STUNNED,abyssalsire_sire_stasis_stunned,350,6,1,0,Attack,180,250,136,425,1,200,,,,874,"{""1361"":2,""50"":42,""5"":40,""6"":60,""7"":50,""8"":20,""26"":0,""14"":7,""46"":25775}"
5889,Abyssal Sire,ABYSSALSIRE_SIRE_PUPPET,abyssalsire_sire_puppet,350,6,1,0,Attack,180,250,136,425,1,200,,,,874,"{""1361"":2,""50"":42,""5"":40,""6"":60,""7"":50,""8"":20,""26"":0,""14"":7,""46"":25775}"
5890,Abyssal Sire,ABYSSALSIRE_SIRE_WANDERING,abyssalsire_sire_wandering,350,6,1,0,Attack,180,250,136,425,1,200,,,,874,"{""1361"":2,""50"":42,""5"":40,""6"":60,""7"":50,""8"":20,""26"":0,""14"":7,""46"":25775}"
5891,Abyssal Sire,ABYSSALSIRE_SIRE_PANICKING,abyssalsire_sire_panicking,350,6,1,0,Attack,180,250,136,425,1,200,,,,874,"{""1361"":2,""50"":42,""5"":40,""6"":60,""7"":50,""8"":20,""26"":0,""14"":6,""46"":25775}"
5892,TzRek-Jad,POH_JADPET,poh_jadpet,0,1,0,0,Talk-to|Pick-up,1,1,1,1,1,1,,,,764,
5893,TzRek-Jad,JADPET,jadpet,0,1,0,1,Talk-to|Metamorphosis|Pick-up,1,1,1,1,1,1,,,,0,
5894,Bast,KOUREND_ENTRANCE_BARTENDER,kourend_entrance_bartender,0,1,1,0,Talk-to,1,1,1,1,1,1,,,,922,
5895,Drogo dwarf,DROGO,drogo,0,1,1,0,Talk-to|Trade,1,1,1,1,1,1,,,,0,"{""26"":0}"
5896,Flynn,FLYNN,flynn,0,1,1,0,Talk-to|Trade,1,1,1,1,1,1,,,,0,
5897,Wayne,WAYNE,wayne,0,1,1,0,Talk-to|Trade,1,1,1,1,1,1,,,,0,
5898,null,RUNECRAFT_COSMIC_NPC,runecraft_cosmic_npc,0,1,0,0,,1,1,1,1,1,1,,,,0,
5899,null,MACRO_FROG_0,macro_frog_0,0,1,1,0,,1,1,1,1,1,1,1547,,"[5431,5430,5430,5430,312,5430,5430,312,-1]",636,
5900,null,MACRO_FROG_1,macro_frog_1,0,1,1,0,,1,1,1,1,1,1,1547,,"[312,5431,5430,5430,5430,312,5431,5430,-1]",636,
5901,null,MACRO_FROG_2,macro_frog_2,0,1,1,0,,1,1,1,1,1,1,1547,,"[5430,312,5431,5430,5430,5430,5430,5431,-1]",636,
5902,null,MACRO_FROG_3,macro_frog_3,0,1,1,0,,1,1,1,1,1,1,1547,,"[5430,5430,312,5431,5430,5431,312,5430,-1]",636,
5903,null,MACRO_FROG_4,macro_frog_4,0,1,1,0,,1,1,1,1,1,1,1547,,"[5430,5430,5430,312,5431,5430,5430,5430,-1]",636,
5904,Dwarf,DWARVEN_SHOPKEEPER,dwarven_shopkeeper,0,1,1,0,Talk-to|Trade,1,1,1,1,1,1,,,,0,"{""26"":0}"
5905,Betty,BETTY,betty,0,1,1,0,Talk-to|Trade,1,1,1,1,1,1,,,,0,
5906,Probita,PET_INSURANCE_BROKER,pet_insurance_broker,0,1,1,0,Talk-to|Check,1,1,1,1,1,1,,,,0,
5907,Chaos Elemental Jr.,POH_CHAOS_ELEMENTAL_PET,poh_chaos_elemental_pet,0,1,0,0,Talk-to|Pick-up,1,1,1,1,1,1,,,,764,
5908,Abyssal Sire,ABYSSALSIRE_SIRE_APOCALYPSE,abyssalsire_sire_apocalypse,350,6,1,0,Attack,180,150,136,425,1,150,,,,874,"{""1361"":2,""50"":42,""5"":20,""6"":30,""7"":25,""8"":-40,""26"":0,""14"":6,""46"":25775}"
5909,Tentacle,ABYSSALSIRE_TENTACLE_SLEEPING_NORTH,abyssalsire_tentacle_sleeping_north,0,9,1,0,,250,1,200,255,1,1,,,,875,"{""10"":30,""26"":1,""14"":4,""46"":-1}"
5910,Tentacle,ABYSSALSIRE_TENTACLE_SLEEPING_SOUTH,abyssalsire_tentacle_sleeping_south,0,9,1,0,,250,1,200,255,1,1,,,,875,"{""10"":30,""26"":1,""14"":4,""46"":-1}"
5911,Tentacle,ABYSSALSIRE_TENTACLE_SLEEPING_UPRIGHT,abyssalsire_tentacle_sleeping_upright,0,9,1,0,,250,1,200,255,1,1,,,,875,"{""10"":30,""26"":1,""14"":4,""46"":-1}"
5912,Tentacle,ABYSSALSIRE_TENTACLE_ACTIVE,abyssalsire_tentacle_active,0,9,1,0,,250,1,200,255,1,1,,,,875,"{""10"":30,""26"":1,""14"":4,""46"":-1}"
5913,Tentacle,ABYSSALSIRE_TENTACLE_STUNNED,abyssalsire_tentacle_stunned,0,9,1,0,,250,1,200,255,1,1,,,,875,"{""10"":30,""26"":1,""14"":4,""46"":-1}"
5914,Respiratory system,ABYSSALSIRE_LUNG,abyssalsire_lung,0,2,1,0,Attack,1,80,1,50,1,1,,,,0,"{""50"":42,""46"":-1}"
5915,<col=00ffff>Vent</col>,ABYSSALSIRE_LUNG_DYING,abyssalsire_lung_dying,0,2,1,0,,1,1,1,1,1,1,,,,0,
5916,Spawn,ABYSSALSIRE_SPAWN,abyssalsire_spawn,55,1,1,0,Attack,120,10,30,15,50,1,,,,876,"{""8"":-10,""46"":25766}"
5917,Spawn,ABYSSALSIRE_SPAWN_DYING,abyssalsire_spawn_dying,0,1,1,0,,1,1,1,1,1,1,,,,877,"{""46"":25766}"
5918,Scion,ABYSSALSIRE_SCION,abyssalsire_scion,93,2,1,0,Attack,120,50,90,50,100,1,,,,876,"{""4"":30,""8"":-10,""46"":25766}"
5919,Grace,ROOFTOPS_GRACE,rooftops_grace,0,1,1,0,Talk-to|Trade|View Laps|Toggle Counter,1,1,1,1,1,1,,,,0,
5920,Mark,ROOFTOPS_GRACE_DOG,rooftops_grace_dog,0,1,1,0,Pet,1,1,1,1,1,1,,,,0,
5921,BigRedJapan,ROOFTOPS_BIGREDJAPAN,rooftops_bigredjapan,0,1,1,0,,1,1,1,1,1,1,,,,0,
5922,Skullball,WAA_SKULLBALL,waa_skullball,0,1,1,0,Tap|Kick|Shoot|Show-Goal,1,1,1,1,1,1,,,,0,
5923,Skullball Boss,WEREWOLF_SKULLBALLBOSS,werewolf_skullballboss,0,1,1,0,Talk-To,1,1,1,1,1,1,,,,454,"{""46"":2859}"
5924,Agility Boss,WEREWOLF_TRAINER_START,werewolf_trainer_start,0,1,1,0,Talk-To,1,1,1,1,1,1,,,,454,"{""46"":2859}"
5925,Skullball Trainer,WEREWOLF_TRAINER_1,werewolf_trainer_1,0,1,1,0,Talk-To,1,1,1,1,1,1,,,,454,"{""46"":2859}"
5926,Agility Trainer,WEREWOLF_TRAINER_2,werewolf_trainer_2,0,1,1,0,,1,1,1,1,1,1,,,,454,"{""46"":2859}"
5927,Agility Trainer,WEREWOLF_TRAINER_STICK,werewolf_trainer_stick,0,1,1,0,Give-Stick,1,1,1,1,1,1,,,,454,"{""46"":2859}"
5928,Werewolf,WAA_WEREWOLF_GUARD,waa_werewolf_guard,0,1,1,0,Talk-To,1,1,1,1,1,1,,,,454,"{""46"":2859}"
5929,Knight,GODWARS_DYING_PALADIN,godwars_dying_paladin,0,2,1,0,Talk-to,1,1,1,1,1,1,,,,0,
5930,null,GODWARS_PALADIN_MULTI,godwars_paladin_multi,0,2,1,0,,1,1,1,1,1,1,3970,,"[5929,-1]",0,
5931,null,TELECRYSTAL_WIZARD,telecrystal_wizard,1,1,1,0,,1,1,1,1,1,1,13673,,"[11409,11410,-1]",0,
5932,Egg,DUNGEON_DAGGANOTH_EGG1,dungeon_dagganoth_egg1,0,1,0,0,,1,1,1,1,1,1,,,,331,
5933,Egg,DUNGEON_DAGGANOTH_EGG2,dungeon_dagganoth_egg2,0,1,0,0,,1,1,1,1,1,1,,,,331,"{""50"":35,""26"":0}"
5934,Egg,DUNGEON_DAGGANOTH_EGG3,dungeon_dagganoth_egg3,0,1,0,0,,1,1,1,1,1,1,,,,331,
5935,Sand Crab,ZEAH_SANDCRAB,zeah_sandcrab,15,1,0,0,Attack,1,1,1,60,1,1,,,,0,"{""50"":118}"
5936,Sandy rocks,ZEAH_SANDCRAB_INACTIVE,zeah_sandcrab_inactive,0,1,0,0,,1,1,1,60,1,1,,,,0,
5937,Jarvald,VIKING_DAGGANOTH_CAVE_FERRYMAN_ISLAND,viking_dagganoth_cave_ferryman_island,0,1,1,0,Talk-to|Waterbirth Island,1,1,1,1,1,1,,,,0,
5938,Wallasalki,DUNGEON_DAGGANOTH_MAGIC_MONSTER,dungeon_dagganoth_magic_monster,98,1,1,0,Attack,1,80,1,120,1,100,,,,331,"{""5"":100,""6"":150,""7"":175,""8"":250,""26"":1,""14"":6}"
5939,Wallasalki,DUNGEON_DAGGANOTH_MAGIC_MONSTER_DEEPER,dungeon_dagganoth_magic_monster_deeper,98,1,1,0,Attack,10,80,10,120,1,100,,,,331,"{""5"":100,""6"":150,""7"":175,""8"":250,""26"":1,""14"":6}"
5940,Giant Rock Crab,GIANT_ROCKCRAB_DEEPER,giant_rockcrab_deeper,137,2,1,0,Attack,50,200,80,180,1,1,,,,0,"{""50"":125,""5"":225,""6"":200,""7"":175,""8"":10,""26"":2}"
5941,Boulder,GIANT_ROCKCRAB_HIDDEN_DEEPER,giant_rockcrab_hidden_deeper,0,2,1,0,,1,1,1,1,1,1,,,,0,
5942,Dagannoth,DUNGEON_DAGGANOTH_LIGHTER_DEEPER,dungeon_dagganoth_lighter_deeper,88,1,1,0,Attack,10,75,10,85,100,1,,,,331,"{""50"":35,""5"":10,""6"":10,""7"":90,""8"":200,""26"":0,""14"":3}"
5943,Dagannoth,DUNGEON_DAGGANOTH_MAINROOM_DEEPER,dungeon_dagganoth_mainroom_deeper,90,1,1,0,Attack,76,65,78,95,1,1,,,,331,"{""50"":35,""5"":50,""6"":50,""7"":50,""8"":50,""26"":0,""10"":50}"
