id,name,runelite_const,config_name,size_x,size_y,ops,blocks_projectile,obstructs_ground,wall_or_door,varbit_id,varp_id,multi_children,category,map_scene_id
16668,Staircase,OUTDOORSTAIRS_WOODEN_BOTTOM,outdoorstairs_wooden_bottom,1,3,Climb-up,1,0,1,,,,0,7
16669,Staircase,NARROWSTAIRS_WOODEN_TOP,narrowstairs_wooden_top,1,2,Climb-down,1,0,1,,,,0,7
16670,Staircase,NARROWSTAIRS_WOODEN_BOTTOM,narrowstairs_wooden_bottom,1,3,Climb-up,1,0,1,,,,0,7
16671,Staircase,SPIRALSTAIRS,spiralstairs,2,2,Climb-up,1,0,1,,,,0,7
16672,Staircase,SPIRALSTAIRSMIDDLE,spiralstairsmiddle,2,2,Climb|Climb-up|Climb-down,1,0,1,,,,0,7
16673,Staircase,SPIRALSTAIRSTOP,spiralstairstop,1,1,Climb-down,1,0,1,,,,0,7
16674,Staircase,SPIRALSTAIRSDOWN,spiralstairsdown,2,2,Climb-down,1,0,1,,,,0,7
16675,Staircase,SPIRALSTAIRS_WOODEN,spiralstairs_wooden,2,2,Climb-up,1,0,1,,,,0,7
16676,Staircase,SPIRALSTAIRSMIDDLE_WOODEN,spiralstairsmiddle_wooden,2,2,Climb|Climb-up|Climb-down,1,0,1,,,,0,7
16677,Staircase,SPIRALSTAIRSTOP_WOODEN,spiralstairstop_wooden,1,1,Climb-down,1,0,1,,,,0,7
16678,Staircase,SPIRALSTAIRSDOWN_WOODEN,spiralstairsdown_wooden,2,2,Climb-down,1,0,1,,,,0,7
16679,Ladder,LADDERTOP,laddertop,1,1,Climb-down,1,0,1,,,,553,7
16680,Ladder,LADDER_OUTSIDE_TO_UNDERGROUND,ladder_outside_to_underground,1,1,Climb-down,1,0,1,,,,553,7
16681,Ladder,LADDERTOP2,laddertop2,1,1,Climb-down,1,0,1,,,,553,7
16682,Ladder,LADDERTOP_NORIM,laddertop_norim,1,1,Climb-down,1,0,1,,,,553,7
16683,Ladder,LADDER,ladder,1,1,Climb-up,1,0,1,,,,0,7
16684,Ladder,LADDERMIDDLE,laddermiddle,1,1,Climb|Climb-up|Climb-down,1,0,1,,,,0,7
16685,Ladder,LADDERTOP_DIRECTIONAL,laddertop_directional,1,1,Climb-down,1,0,1,,,,0,7
16686,Portal,ASTRALTEMPLE_EXIT_PORTAL,astraltemple_exit_portal,1,1,Use,1,0,1,,,,0,
16687,Rune essence,BIG_ESSENCE_ROCK,big_essence_rock,1,1,Mine,0,0,1,,,,0,12
16688,Tar Barrel,LUNAR_PIRATE_SMALL_TAR_BARREL_EMPTY,lunar_pirate_small_tar_barrel_empty,1,1,,1,0,1,,,,529,
16689,Tanning Barrel,LUNAR_MOON_TANNING_BARREL,lunar_moon_tanning_barrel,1,1,,1,0,1,,,,0,
16690,null,LUNAR_MOONCLAN_SANDALS,lunar_moonclan_sandals,1,1,,1,0,0,,,,0,
16691,Hat rack,LUNAR_MOONCLAN_HAT_RACK,lunar_moonclan_hat_rack,1,1,,1,0,1,,,,0,
16692,Hat rack,LUNAR_MOONCLAN_HAT_EMPTY,lunar_moonclan_hat_empty,1,1,,1,0,1,,,,0,
16693,Clothes rack,LUNAR_MOONCLAN_CLOTHES_RACK,lunar_moonclan_clothes_rack,1,2,,1,0,1,,,,0,
16694,null,LUNAR_MOONCLAN_SKIN_HANGING,lunar_moonclan_skin_hanging,1,1,,1,0,0,,,,0,
16695,Bank chest,LUNAR_MOONCLAN_OPEN_CHEST,lunar_moonclan_open_chest,1,1,,1,0,1,,,,0,
16696,Bank chest,LUNAR_MOONCLAN_BANK_CHEST,lunar_moonclan_bank_chest,1,1,,1,0,1,,,,0,
16697,Chest,LUNAR_BASIC_CHEST,lunar_basic_chest,1,1,,1,0,1,,,,0,
16698,null,LUNAR_MOONCLAN_BANK_VAULT,lunar_moonclan_bank_vault,2,1,,1,0,0,,,,0,
16699,null,LUNAR_MOONCLAN_VAULT_BOX,lunar_moonclan_vault_box,2,2,,1,0,0,,,,0,
16700,Bank booth,LUNAR_MOONCLAN_BANKBOOTH,lunar_moonclan_bankbooth,1,1,Bank|Collect,0,0,1,,,,0,
16701,Light,LUNAR_MOONCLAN_LIGHT_HANGING,lunar_moonclan_light_hanging,1,1,,1,0,1,,,,0,
16702,Cooker,LUNAR_MOONCLAN_COOKER_SMALL,lunar_moonclan_cooker_small,1,1,Cook,1,0,1,,,,687,
16703,Cooker,LUNAR_MOONCLAN_COOKER_WITH_KETTLE,lunar_moonclan_cooker_with_kettle,1,1,,1,0,1,,,,1021,
16704,Sink,LUNAR_MOONCLAN_SINK_SMALL,lunar_moonclan_sink_small,1,1,,1,0,1,,,,0,
16705,Sink,LUNAR_MOONCLAN_SINK,lunar_moonclan_sink,1,2,,0,0,1,,,,175,
16706,Bench,LUNAR_MOONCLAN_BENCH,lunar_moonclan_bench,1,1,,1,0,1,,,,0,
16707,Bookcase,LUNAR_MOONCLAN_BOOKCASE,lunar_moonclan_bookcase,1,1,,1,0,1,,,,0,
16708,Tall mirror,LUNAR_MOONCLAN_MIRROR,lunar_moonclan_mirror,1,1,Admire,1,0,1,,,,0,
16709,null,LUNAR_MOONCLAN_RUG_PINK,lunar_moonclan_rug_pink,1,1,,1,0,0,,,,0,
16710,null,LUNAR_MOONCLAN_RUG,lunar_moonclan_rug,1,1,,1,0,0,,,,0,
16711,null,LUNAR_MOONCLAN_HANGER,lunar_moonclan_hanger,1,1,,1,0,0,,,,0,
16712,null,LUNAR_MOONCLAN_HANGING_COAT,lunar_moonclan_hanging_coat,1,1,,1,0,0,,,,0,
16713,null,LUNAR_MOONCLAN_HANGING_TROUSERS,lunar_moonclan_hanging_trousers,1,1,,1,0,0,,,,0,
16714,Bags for sale,LUNAR_MOONCLAN_HANGING_BAGS,lunar_moonclan_hanging_bags,1,1,,1,0,1,,,,0,
16715,Bags for sale,LUNAR_MOONCLAN_HANGING_BAGS_HIGH,lunar_moonclan_hanging_bags_high,1,1,,1,0,1,,,,0,
16716,null,LUNAR_MOONCLAN_WALLMOUNTED_NECKLACE,lunar_moonclan_wallmounted_necklace,1,1,,1,0,0,,,,0,
16717,null,LUNAR_MOONCLAN_SKIN,lunar_moonclan_skin,1,1,,1,0,0,,,,0,
16718,null,LUNAR_MOONCLAN_RUG_MIRROR,lunar_moonclan_rug_mirror,1,1,,1,0,0,,,,0,
16719,Bed,LUNAR_MOONCLAN_BED_BLUE,lunar_moonclan_bed_blue,1,2,,1,0,1,,,,0,
16720,Bed,LUNAR_MOONCLAN_BED,lunar_moonclan_bed,1,2,,1,0,1,,,,0,
16721,Bed,LUNAR_MOONCLAN_FUTON,lunar_moonclan_futon,1,2,,1,0,1,,,,0,
16722,null,LUNAR_MOONCLAN_SHELF_SPOONS,lunar_moonclan_shelf_spoons,1,1,,1,0,0,,,,0,
16723,null,LUNAR_MOONCLAN_SHELF_POTS,lunar_moonclan_shelf_pots,1,1,,1,0,0,,,,0,
16724,null,LUNAR_MOONCLAN_SHELF_BOOKS,lunar_moonclan_shelf_books,1,1,,1,0,0,,,,0,
16725,null,LUNAR_MOONCLAN_SHELF_EMPTY,lunar_moonclan_shelf_empty,1,1,,1,0,0,,,,0,
16726,null,LUNAR_MOONCLAN_WALL_PAINTING,lunar_moonclan_wall_painting,1,1,,1,0,0,,,,0,
16727,null,LUNAR_MOONCLAN_CASH_PAINTING,lunar_moonclan_cash_painting,1,1,,1,0,0,,,,0,
16728,null,LUNAR_MOONCLAN_SHELF_THIN_EMPTY,lunar_moonclan_shelf_thin_empty,1,1,,1,0,0,,,,0,
16729,Flowers,LUNAR_MOONCLAN_FLOWERS_HANGING_1,lunar_moonclan_flowers_hanging_1,1,1,,1,0,1,,,,0,
16730,Flowers,LUNAR_MOONCLAN_FLOWERS_HANGING_2,lunar_moonclan_flowers_hanging_2,1,1,,1,0,1,,,,0,
16731,Flowers,LUNAR_MOONCLAN_FLOWERS_HANGING_3,lunar_moonclan_flowers_hanging_3,1,1,,1,0,1,,,,0,
16732,Stairs,LUNAR_MOONCLAN_STAIRS_TOP,lunar_moonclan_stairs_top,1,2,Climb-down,1,0,1,,,,0,7
16733,Stairs,LUNAR_MOONCLAN_STAIRS_TOP_WEST,lunar_moonclan_stairs_top_west,1,2,Climb-down,1,0,1,,,,0,7
16734,Stairs,LUNAR_MOONCLAN_STAIRS,lunar_moonclan_stairs,1,2,Climb-up,1,0,1,,,,0,7
16735,Ladder,LUNAR_MOONCLAN_LADDER,lunar_moonclan_ladder,1,1,Climb-up,1,0,1,,,,0,7
16736,Ladder,LUNAR_MOONCLAN_LADDER_TOP,lunar_moonclan_ladder_top,1,1,Climb-down,1,0,1,,,,0,7
16737,Table,LUNAR_MOONCLAN_TABLE_RECTANGLE,lunar_moonclan_table_rectangle,1,2,,1,0,1,,,,0,
16738,Table,LUNAR_MOONCLAN_TABLE_RECTANGLE_SCALES,lunar_moonclan_table_rectangle_scales,1,2,,1,0,1,,,,0,
16739,Table,LUNAR_MOONCLAN_TABLE_RECTANGLE_SKINS,lunar_moonclan_table_rectangle_skins,1,2,,1,0,1,,,,0,
16740,Table,LUNAR_MOONCLAN_TABLE_RECTANGLE_CLOTHS,lunar_moonclan_table_rectangle_cloths,1,2,,1,0,1,,,,0,
16741,Table,LUNAR_MOONCLAN_TABLE_LONG,lunar_moonclan_table_long,1,2,,1,0,1,,,,0,
16742,Table,LUNAR_MOONCLAN_TABLE_ROUND,lunar_moonclan_table_round,1,1,,1,0,1,,,,0,
16743,Chair,LUNAR_MOONCLAN_CHAIR_2,lunar_moonclan_chair_2,1,1,,1,0,1,,,,0,
16744,Chair,LUNAR_MOONCLAN_CHAIR,lunar_moonclan_chair,1,1,,1,0,1,,,,0,
16745,Stool,LUNAR_MOONCLAN_STOOL,lunar_moonclan_stool,1,1,,1,0,1,,,,0,
16746,null,LUNAR_MOONCLAN_BASIC_WALL,lunar_moonclan_basic_wall,1,1,,1,0,0,,,,0,
16747,null,LUNAR_MOONCLAN_WALL,lunar_moonclan_wall,1,1,,1,0,0,,,,0,
16748,null,LUNAR_MOONCLAN_DOOR_SUPPORT,lunar_moonclan_door_support,1,1,,1,0,0,,,,0,
16749,null,LUNAR_MOONCLAN_WALL_FLUSH,lunar_moonclan_wall_flush,1,1,,1,0,0,,,,0,
16750,null,LUNAR_MOONCLAN_WALL_WITH_SUPPORT,lunar_moonclan_wall_with_support,1,1,,1,0,0,,,,0,
16751,null,LUNAR_MOONCLAN_WALL_WINDOW,lunar_moonclan_wall_window,1,1,,1,0,0,,,,0,
16752,null,LUNAR_MOONCLAN_WALL_OPEN_WINDOW,lunar_moonclan_wall_open_window,1,1,,1,0,0,,,,0,
16753,null,LUNAR_MOONCLAN_WALL_CLOSED_WINDOW,lunar_moonclan_wall_closed_window,1,1,,1,0,0,,,,0,
16754,null,LUNAR_MOONCLAN_WALL_MEETS_BALCONY,lunar_moonclan_wall_meets_balcony,1,1,,1,0,0,,,,0,
16755,null,LUNAR_MOONCLAN_BALCONY_MID,lunar_moonclan_balcony_mid,1,1,,1,0,0,,,,0,
16756,null,LUNAR_MOONCLAN_BALCONY_MEETSWALL_MIRROR,lunar_moonclan_balcony_meetswall_mirror,1,1,,1,0,0,,,,0,
16757,null,LUNAR_MOONCLAN_BALCONY_RAISED_MEETSWALL,lunar_moonclan_balcony_raised_meetswall,1,1,,1,0,0,,,,0,
16758,null,LUNAR_MOONCLAN_BALCONY_RAISED_MEETSWALL_MIRROR,lunar_moonclan_balcony_raised_meetswall_mirror,1,1,,1,0,0,,,,0,
16759,null,LUNAR_MOONCLAN_LINKING_CORNER_RAISED,lunar_moonclan_linking_corner_raised,1,1,,1,0,0,,,,0,
16760,null,LUNAR_MOONCLAN_LINKING_CORNER_RAISED_MIRROR,lunar_moonclan_linking_corner_raised_mirror,1,1,,1,0,0,,,,0,
16761,null,LUNAR_MOONCLAN_FENCE_LOW,lunar_moonclan_fence_low,1,1,,0,0,0,,,,0,
16762,null,LUNAR_MOONCLAN_FENCE_LOW_END,lunar_moonclan_fence_low_end,1,1,,0,0,0,,,,0,
16763,null,LUNAR_MOONCLAN_FENCE_LOW_END_MIRROR,lunar_moonclan_fence_low_end_mirror,1,1,,0,0,0,,,,0,
16764,null,LUNAR_MOONCLAN_WALL_OVER_WATER,lunar_moonclan_wall_over_water,3,1,,1,0,0,,,,0,
16765,null,LUNAR_MOONCLAN_TOWN_GATE_FULL,lunar_moonclan_town_gate_full,3,1,,1,0,0,,,,0,
16766,null,LUNAR_MOONCLAN_TOWN_GATE_FULL_MIRROR,lunar_moonclan_town_gate_full_mirror,3,1,,1,0,0,,,,0,
16767,null,LUNAR_MOONCLAN_DOOR_LOW,lunar_moonclan_door_low,1,1,,1,0,0,,,,0,
16768,null,LUNAR_MOONCLAN_FIRSTFLOOR_WALL_WINDOW_HOLE,lunar_moonclan_firstfloor_wall_window_hole,1,1,,1,0,0,,,,0,
16769,null,LUNAR_MOONCLAN_FIRSTFLOOR_WALL_WINDOW_OPEN,lunar_moonclan_firstfloor_wall_window_open,1,1,,1,0,0,,,,0,
16770,null,LUNAR_MOONCLAN_FIRSTFLOOR_WALL_BASIC,lunar_moonclan_firstfloor_wall_basic,1,1,,1,0,0,,,,0,
16771,null,LUNAR_MOONCLAN_FIRSTFLOOR_WALL,lunar_moonclan_firstfloor_wall,1,1,,1,0,0,,,,0,
16772,null,LUNAR_MOONCLAN_FIRSTFLOOR_WALL_FLUSH,lunar_moonclan_firstfloor_wall_flush,1,1,,1,0,0,,,,0,
16773,null,LUNAR_MOONCLAN_FIRSTFLOOR_BALCONY,lunar_moonclan_firstfloor_balcony,1,1,,1,0,0,,,,0,
16774,Door,LUNAR_MOONCLAN_DOOR_BABA_YAGA,lunar_moonclan_door_baba_yaga,1,1,Open,1,0,1,,,,0,
16775,null,LUNAR_MOONCLAN_DOOR_BABA_YAGA_INAC,lunar_moonclan_door_baba_yaga_inac,1,1,,1,0,0,,,,0,
16776,Door,LUNAR_MOONCLAN_DOOR,lunar_moonclan_door,1,1,Open,1,0,1,,,,0,
16777,Door,LUNAR_MOONCLAN_DOOR_OPEN,lunar_moonclan_door_open,1,1,Close,1,0,1,,,,0,
16778,Door,LUNAR_MOONCLAN_DOOR_ASIAN,lunar_moonclan_door_asian,1,1,Open,1,0,1,,,,0,
16779,Door,LUNAR_MOONCLAN_DOOR_ASIAN_CLOSED,lunar_moonclan_door_asian_closed,1,1,Close,1,0,1,,,,0,
16780,null,LUNAR_MOONCLAN_LINKING_WALL,lunar_moonclan_linking_wall,1,1,,1,0,0,,,,0,
16781,null,LUNAR_MOONCLAN_LINKING_WALL_MIRROR,lunar_moonclan_linking_wall_mirror,1,1,,1,0,0,,,,0,
16782,null,LUNAR_MOONCLAN_TOWN_WALL_BASIC,lunar_moonclan_town_wall_basic,1,1,,1,0,0,,,,0,
16783,null,LUNAR_MOONCLAN_TOWN_WALL,lunar_moonclan_town_wall,1,1,,1,0,0,,,,0,
16784,null,LUNAR_MOONCLAN_WALL_ROOFTOP,lunar_moonclan_wall_rooftop,1,1,,1,0,0,,,,0,
16785,null,LUNAR_MOONCLAN_GATE_ROOFTOP,lunar_moonclan_gate_rooftop,1,1,,1,0,0,,,,0,
16786,null,LUNAR_MOONCLAN_UPPER_CORNER,lunar_moonclan_upper_corner,1,1,,1,0,0,,,,0,
16787,null,LUNAR_MOONCLAN_ROOFTOP1,lunar_moonclan_rooftop1,1,1,,1,0,0,,,,0,
16788,null,LUNAR_MOONCLAN_ROOFTOP2,lunar_moonclan_rooftop2,1,1,,1,0,0,,,,0,
16789,null,LUNAR_MOONCLAN_ROOFTOP2_FLAT,lunar_moonclan_rooftop2_flat,1,1,,1,0,0,,,,0,
16790,null,LUNAR_MOONCLAN_ROOFTOP3,lunar_moonclan_rooftop3,1,1,,1,0,0,,,,0,
16791,null,LUNAR_MOONCLAN_ROOFTOP4,lunar_moonclan_rooftop4,1,1,,1,0,0,,,,0,
16792,null,LUNAR_MOONCLAN_ROOFEND2,lunar_moonclan_roofend2,1,1,,1,0,0,,,,0,
16793,null,LUNAR_MOONCLAN_ROOFEND1,lunar_moonclan_roofend1,1,1,,1,0,0,,,,0,
16794,null,LUNAR_MOONCLAN_ROOFEND3,lunar_moonclan_roofend3,1,1,,1,0,0,,,,0,
16795,null,LUNAR_MOONCLAN_ROOFEND4,lunar_moonclan_roofend4,1,1,,1,0,0,,,,0,
16796,null,LUNAR_MOONCLAN_ROOFEND4_MIRROR,lunar_moonclan_roofend4_mirror,1,1,,1,0,0,,,,0,
16797,null,LUNAR_MOONCLAN_ROOFEND_EDGE,lunar_moonclan_roofend_edge,1,1,,1,0,0,,,,0,
16798,null,LUNAR_MOONCLAN_ROOFEND_GUTTERING,lunar_moonclan_roofend_guttering,1,1,,1,0,0,,,,0,
16799,null,LUNAR_MOONCLAN_ROOFEND2_MIRROR,lunar_moonclan_roofend2_mirror,1,1,,1,0,0,,,,0,
16800,null,LUNAR_MOONCLAN_ROOFEND1_MIRROR,lunar_moonclan_roofend1_mirror,1,1,,1,0,0,,,,0,
16801,null,LUNAR_MOONCLAN_ROOFEND_EDGE_MIRROR,lunar_moonclan_roofend_edge_mirror,1,1,,1,0,0,,,,0,
16802,null,LUNAR_MOONCLAN_ROOFEND3_MIRROR,lunar_moonclan_roofend3_mirror,1,1,,1,0,0,,,,0,
16803,null,LUNAR_MOONCLAN_ROOFEND3_STEEP,lunar_moonclan_roofend3_steep,1,1,,1,0,0,,,,0,
16804,null,LUNAR_MOONCLAN_ROOFEND3_STEEP_MIRROR,lunar_moonclan_roofend3_steep_mirror,1,1,,1,0,0,,,,0,
16805,null,LUNAR_MOONCLAN_GATE_WALL_MIRROR,lunar_moonclan_gate_wall_mirror,1,1,,1,0,0,,,,0,
16806,null,LUNAR_MOONCLAN_GATE_WALL,lunar_moonclan_gate_wall,1,1,,1,0,0,,,,0,
16807,null,LUNAR_MOONCLAN_BRIDGE,lunar_moonclan_bridge,1,1,,1,1,0,,,,0,46
16808,Ceremonial Brazier,LUNAR_MOONCLAN_FIRE_BASE,lunar_moonclan_fire_base,3,3,,1,0,1,,,,0,
16809,Ceremonial Brazier,LUNAR_MOONCLAN_FIRE_LID,lunar_moonclan_fire_lid,3,3,,1,0,1,,,,0,
16810,Ceremonial Brazier,LUNAR_MOONCLAN_BRAZIER,lunar_moonclan_brazier,2,2,,1,0,1,,,,0,
16811,Ceremonial Brazier,LUNAR_MOONCLAN_BRAZIER_LIT,lunar_moonclan_brazier_lit,2,2,,1,0,1,,,,0,
16812,Cooker,LUNAR_MOONCLAN_ANIM_LOC_KETTLE,lunar_moonclan_anim_loc_kettle,1,1,,1,0,1,,,,1021,
16813,Rack,LUNAR_MOONCLAN_ANIM_LOC_CLOTHES_RACK,lunar_moonclan_anim_loc_clothes_rack,1,2,,1,0,1,,,,0,
16814,Stool,LUNAR_MOONCLAN_ANIM_LOC_STOOL,lunar_moonclan_anim_loc_stool,1,1,,1,0,1,,,,0,
16815,Table,LUNAR_MOONCLAN_ANIM_LOC_TABLE_ROUND,lunar_moonclan_anim_loc_table_round,1,1,,1,0,1,,,,0,
16816,null,LUNAR_MOONCLAN_ANIM_LOC_SHELF_SPOONS,lunar_moonclan_anim_loc_shelf_spoons,1,1,,1,0,0,,,,0,
16817,null,LUNAR_OLD_HOLLOWED_TREE_BASE,lunar_old_hollowed_tree_base,3,3,,1,0,0,,,,0,
16818,null,LUNAR_OLD_HOLLOWED_TREE_UPPER,lunar_old_hollowed_tree_upper,3,5,,1,0,0,,,,0,
16819,null,LUNAR_LITTLE_FLOWERS_1,lunar_little_flowers_1,1,1,,0,1,0,,,,0,
16820,null,LUNAR_LITTLE_FLOWERS_2,lunar_little_flowers_2,1,1,,0,1,0,,,,0,
16821,null,LUNAR_LITTLE_FLOWERS_3,lunar_little_flowers_3,1,1,,0,1,0,,,,0,
16822,null,LUNAR_LITTLE_FLOWERS_4,lunar_little_flowers_4,1,1,,0,1,0,,,,0,
16823,null,LUNAR_BROWN_GRASS_1,lunar_brown_grass_1,1,1,,1,0,0,,,,0,
16824,null,LUNAR_BROWN_GRASS_2,lunar_brown_grass_2,1,1,,1,0,0,,,,0,
16825,null,LUNAR_BROWN_GRASS_3,lunar_brown_grass_3,1,1,,1,0,0,,,,0,
16826,null,LUNAR_BROWN_GRASS_4,lunar_brown_grass_4,1,1,,1,0,0,,,,0,
16827,Table,LUNAR_MOONCLAN_TABLE_ROUND_TEA,lunar_moonclan_table_round_tea,1,1,,1,0,1,,,,0,
16828,Table,LUNAR_MOONCLAN_TABLE_LONG_TEA,lunar_moonclan_table_long_tea,1,2,,1,0,1,,,,0,
16829,Transport platform,QUEST_LUNAR_EJECTOR_PLATFORM_STILL,quest_lunar_ejector_platform_still,1,1,Step-on,1,0,1,,,,0,
16830,null,QUEST_LUNAR_EJECTOR_PLATFORM_EJECTING,quest_lunar_ejector_platform_ejecting,1,1,,1,0,0,,,,0,
16831,Transport platform,QUEST_LUNAR_EJECTOR_PLATFORM_STILL_MUSIC,quest_lunar_ejector_platform_still_music,1,1,Step-on,1,0,1,,,,0,
16832,null,QUEST_LUNAR_EJECTOR_PLATFORM_EJECTING_MUSIC,quest_lunar_ejector_platform_ejecting_music,1,1,,1,0,0,,,,0,
16833,Transport platform,QUEST_LUNAR_EJECTOR_PLATFORM_STILL_NUMBERS,quest_lunar_ejector_platform_still_numbers,1,1,Step-on,1,0,1,,,,0,
16834,null,QUEST_LUNAR_EJECTOR_PLATFORM_EJECTING_NUMBERS,quest_lunar_ejector_platform_ejecting_numbers,1,1,,1,0,0,,,,0,
16835,Transport platform,QUEST_LUNAR_EJECTOR_PLATFORM_STILL_POWER,quest_lunar_ejector_platform_still_power,1,1,Step-on,1,0,1,,,,0,
16836,null,QUEST_LUNAR_EJECTOR_PLATFORM_EJECTING_POWER,quest_lunar_ejector_platform_ejecting_power,1,1,,1,0,0,,,,0,
16837,Transport platform,QUEST_LUNAR_EJECTOR_PLATFORM_STILL_TREE,quest_lunar_ejector_platform_still_tree,1,1,Step-on,1,0,1,,,,0,
16838,null,QUEST_LUNAR_EJECTOR_PLATFORM_EJECTING_TREE,quest_lunar_ejector_platform_ejecting_tree,1,1,,1,0,0,,,,0,
16839,Transport platform,QUEST_LUNAR_EJECTOR_PLATFORM_STILL_JUMP,quest_lunar_ejector_platform_still_jump,1,1,Step-on,1,0,1,,,,0,
16840,null,QUEST_LUNAR_EJECTOR_PLATFORM_EJECTING_JUMP,quest_lunar_ejector_platform_ejecting_jump,1,1,,1,0,0,,,,0,
16841,Transport platform,QUEST_LUNAR_EJECTOR_PLATFORM_STILL_DICE,quest_lunar_ejector_platform_still_dice,1,1,Step-on,1,0,1,,,,0,
16842,null,QUEST_LUNAR_EJECTOR_PLATFORM_EJECTING_DICE,quest_lunar_ejector_platform_ejecting_dice,1,1,,1,0,0,,,,0,
16843,Dice,QUEST_LUNAR_DICE_1UP,quest_lunar_dice_1up,1,1,Roll,1,0,1,,,,0,
16844,Dice,QUEST_LUNAR_DICE_2UP,quest_lunar_dice_2up,1,1,Roll,1,0,1,,,,0,
16845,Dice,QUEST_LUNAR_DICE_3UP,quest_lunar_dice_3up,1,1,Roll,1,0,1,,,,0,
16846,Dice,QUEST_LUNAR_DICE_4UP,quest_lunar_dice_4up,1,1,Roll,1,0,1,,,,0,
16847,Dice,QUEST_LUNAR_DICE_5UP,quest_lunar_dice_5up,1,1,Roll,1,0,1,,,,0,
16848,Dice,QUEST_LUNAR_DICE_6UP,quest_lunar_dice_6up,1,1,Roll,1,0,1,,,,0,
16849,Dice,QUEST_LUNAR_DICE_SETTLE_1UP,quest_lunar_dice_settle_1up,1,1,,1,0,1,,,,0,
16850,Dice,QUEST_LUNAR_DICE_SETTLE_2UP,quest_lunar_dice_settle_2up,1,1,,1,0,1,,,,0,
16851,Dice,QUEST_LUNAR_DICE_SETTLE_3UP,quest_lunar_dice_settle_3up,1,1,,1,0,1,,,,0,
16852,Dice,QUEST_LUNAR_DICE_SETTLE_4UP,quest_lunar_dice_settle_4up,1,1,,1,0,1,,,,0,
16853,Dice,QUEST_LUNAR_DICE_SETTLE_5UP,quest_lunar_dice_settle_5up,1,1,,1,0,1,,,,0,
16854,Dice,QUEST_LUNAR_DICE_SETTLE_6UP,quest_lunar_dice_settle_6up,1,1,,1,0,1,,,,0,
16855,Dice,QUEST_LUNAR_DICE_SHAKE,quest_lunar_dice_shake,1,1,,1,0,1,,,,0,
16856,Dream puff,QUEST_LUNAR_DREAM_PUFF_FALLING,quest_lunar_dream_puff_falling,1,1,,0,0,1,,,,0,
16857,Dream puff,QUEST_LUNAR_DREAM_PUFF_RETURNING,quest_lunar_dream_puff_returning,1,1,,0,0,1,,,,0,
16858,Platform edge,QUEST_LUNAR_JUMPGAME_EDGE_DUMMY,quest_lunar_jumpgame_edge_dummy,1,1,Jump-to,0,0,1,,,,0,
16859,Hanging pirate,LUNAR_PIRATE_HANGING,lunar_pirate_hanging,3,1,,1,0,1,,,,529,
16860,Tar barrel,LUNAR_PIRATE_SMALL_TAR_BARREL,lunar_pirate_small_tar_barrel,1,1,Take-from,1,0,1,,,,529,
16861,Hammock,LUNAR_PIRATE_HAMMOCK_SWINGING,lunar_pirate_hammock_swinging,2,1,,1,0,1,,,,529,
16862,Crate,LUNAR_PIRATE_CRATE_HIGH,lunar_pirate_crate_high,1,1,,1,0,1,,,,529,
16863,Crate,LUNAR_PIRATE_CRATE_LONG_HIGH,lunar_pirate_crate_long_high,2,1,,1,0,1,,,,529,
16864,Crate,LUNAR_PIRATE_CRATE_LONG_SMALL_ONTOP,lunar_pirate_crate_long_small_ontop,2,1,,1,0,1,,,,529,
16865,Crate,LUNAR_PIRATE_CRATE_LONG,lunar_pirate_crate_long,2,1,,1,0,1,,,,529,
16866,Sack pile,LUNAR_PIRATE_SACK_PILE_SMALL2_KNIFE,lunar_pirate_sack_pile_small2_knife,1,1,,1,0,1,,,,529,
16867,Sack pile,LUNAR_PIRATE_SACK_PILE_SMALL2,lunar_pirate_sack_pile_small2,1,1,,1,0,1,,,,529,
16868,Sack pile,LUNAR_PIRATE_SACK_PILE_SMALL,lunar_pirate_sack_pile_small,1,1,,1,0,1,,,,529,
16869,Sack pile,LUNAR_PIRATE_SACK_PILE_SMALL_KNIFE,lunar_pirate_sack_pile_small_knife,1,1,,1,0,1,,,,529,
16870,Sack pile,LUNAR_PIRATE_SACK_PILE_LARGE,lunar_pirate_sack_pile_large,2,1,,1,0,1,,,,529,
16871,Sack pile,LUNAR_PIRATE_SACK_PILE_LARGE_KNIFE,lunar_pirate_sack_pile_large_knife,2,1,,1,0,1,,,,529,
16872,Fish bits,LUNAR_PIRATE_FLOOR_FISH_BITS,lunar_pirate_floor_fish_bits,1,1,,1,0,1,,,,529,
16873,Fish bits,LUNAR_PIRATE_FLOOR_FISH_KNIFE,lunar_pirate_floor_fish_knife,1,1,,1,0,1,,,,529,
16874,Stool,LUNAR_PIRATE_LOW_TABLE,lunar_pirate_low_table,1,1,,1,0,1,,,,529,
16875,Stool,LUNAR_PIRATE_LOW_STOOL,lunar_pirate_low_stool,1,1,,1,0,1,,,,529,
16876,Barrel,LUNAR_PIRATE_BARREL_FISH,lunar_pirate_barrel_fish,1,1,,1,0,1,,,,529,
16877,Barrel,LUNAR_PIRATE_BARREL_CLOSED,lunar_pirate_barrel_closed,1,1,,1,0,1,,,,529,
16878,Sack,LUNAR_PIRATE_GRAIN_SACK,lunar_pirate_grain_sack,1,1,,1,0,1,,,,529,
16879,Cannonballs,LUNAR_PIRATE_CANNONBALLS,lunar_pirate_cannonballs,1,1,,1,0,1,,,,529,
