group_id,runelite_const
858,POG_TELE_SEED_READY
859,POG_POSTER_03
860,SKILL_GUIDE_V2
861,BOND_MAIN
862,BOND_CONVERT
863,BOND_MANAGEMENT
864,COLOSSEUM_REWARD_CHEST_2
865,COLOSSEUM_INTERMISSION_2
866,COLOSSEUM_REWARD
867,COLOSSEUM_SCOREBOARD
868,PMOON_REWARD
869,PMOON_HUD
870,PERILOUS_MOONS_SCOREBOARD
871,HUNTSMANS_KIT
872,HUNTSMANS_KIT_SIDE
873,FORTIS_MUSEUM
874,QUETZAL_MENU
875,REPORTABUSE
876,WGS_WANTED_POSTER
877,WGS_RUNE_DOOR
878,AMOXLIATL_SCOREBOARD
879,PENDANT_OF_ATES
880,POG_TELE_SEED_BROKEN
881,EAA_SHAMEOMETER
882,MM_OVERLAY
883,MM_FORMULAS
884,HUEY_SCOREBOARD
885,CHARTERING_MENU_SIDE
886,PREPOT_DEVICE
887,PREPOT_DEVICE_DEBUG
888,NUMBER_PAD
889,NPS
890,IRONMAN_SETUP
891,HOTKEY_SETTINGS_NEW
892,OSM_HOTKEYS
893,HOTKEY_SETTINGS
894,HISCORES
895,ORBS_NOMAP
896,EHC_WORLDHOP
897,ORBS_OSM
898,ORBS_OSM_NOMAP
899,COA_TABLET_3
900,COA_GAS_OVERLAY
901,COA_TABLET_2
902,COA_TABLET_4
903,COA_DECODER_PANEL
904,COA_TABLET_1
905,CSAT
906,BANK_SIDE_LOCKS
907,INVOVERLAY_NOOPS
908,COLLECTION_OVERVIEW
909,ROYAL_TITANS_SCOREBOARD
910,POH_BOOKCASE
911,POH_TROPHY_SIDE
912,POH_TROPHY_MENU
913,YAMA_SCOREBOARD
914,YAMA_CONTRACT_FIGHT
915,YAMA_CONTRACT
916,POPUPLOADING
917,MESSAGEBOX_URL
918,VMQ4_PAINTING
919,DOM_END_LEVEL_UI
920,DOM_SCOREBOARD
921,MAGIC_HUNTER
922,JIGSAW
923,MESSAGEBOX_TITLED
924,SLAYER_REWARDS_TASK_LIST
925,BINGO_WELCOME
926,BINGO_OVERLAY
927,EVENT_REWARDS
928,BALLOT
929,TUTORIAL_PLAYER_EXPERIENCE
930,SANGVESTI_WORLD_MAP
931,SAILING_BT_HUD
932,SAILING_BT_SELECTION
933,SAILING_BT_STATISTICS
934,SAILING_BOAT_SELECTION
935,SAILING_LOG
936,SAILING_SPYGLASS
937,SAILING_SIDEPANEL
938,SAILING_CREW
939,SAILING_CUSTOMISATION
940,UNDERWATER
941,PORT_TASK_BOARD
942,PORT_TASK_INFO
943,SAILING_BOAT_CARGOHOLD
944,SAILING_BOAT_CARGOHOLD_SIDE
945,REUSABLE_FLOATER
946,PATCHY
947,MENU_NEW
948,DEADMANSKULL_INTERFACE
949,QUETZALWHISTLE_MENU
950,COWBOSS_SCOREBOARD
951,MINIGAMES
952,CANOE_MAP_DOUGNE
953,CANOE_MAP_LUM
954,BUTLERS_BELL_COLLECTION_DISPLAY
955,ALLSTAR_OCULUS
956,ALLSTAR_TOURNAMENT_SIDEPANEL
957,MAGGOT_KING_SCOREBOARD
958,METALPLAQUE
959,WARNING_INTERFACE
960,POLYBIUS_SQUARE
961,CASTLE_DRAKAN_BOOK
962,CASTLE_DRAKAN_BOOKCASE
963,CASTLE_DRAKAN_CLOCK
964,CASTLE_DRAKAN_MAP
965,CASTLE_DRAKAN_PAINTING
966,CASTLE_DRAKAN_PLAQUE
967,CASTLE_DRAKAN_WORLD_MAP
968,MYQ6_INTEGRITY_BAR
969,MOURNING_DEATHALTAR_LIST
